EryA,EryB,GMP,MEP,MPP,CMP
17.42,15.87,24.03,47.47,11.08,15.18
9.95,11.73,95.54,37.02,29.54,76.96
6.22,6.9,76.2,11.32,26.31,66.37
8.71,6.9,41.62,33.53,18,37.42
3.73,8.28,15.83,38.33,3.23,9.88
12.44,14.49,47.48,82.75,30,59.66
6.22,6.21,36.93,26.57,11.54,34.95
3.73,6.9,14.07,44.42,2.31,21.89
9.95,7.59,15.83,5.66,2.31,12.71
6.22,6.21,46.89,20.9,7.85,36.01
6.22,13.8,5.86,5.23,10.62,9.88
3.73,14.49,27.55,25.7,51.23,26.12
0,6.9,25.2,9.58,44.31,31.07
4.98,0,36.34,13.07,21.69,36.36
1.24,0.69,8.79,10.02,15.69,16.24
3.73,7.59,17,10.02,42.46,20.83
8.71,3.45,30.48,12.63,52.61,36.36
6.22,8.97,19.93,1.31,6.92,26.12
3.73,8.97,9.96,3.05,3.23,6
12.44,1.38,80.89,9.15,46.61,58.96
6.22,8.28,74.44,4.36,15.23,48.01
4.98,4.83,26.96,10.45,32.31,30.01
4.98,6.21,26.96,3.92,48,31.07
2.49,5.52,4.69,2.61,6.92,9.18
8.71,4.14,30.48,6.53,12.92,33.89
4.98,4.83,28.14,3.05,63.69,21.18
3.73,8.28,39.86,6.97,64.15,30.01
6.22,4.14,20.52,6.1,13.85,19.77
9.95,3.45,28.72,8.27,65.08,39.54
32.35,17.94,7.03,57.49,24.92,31.07
4.98,8.97,4.69,3.05,6.92,31.77
6.22,4.14,19.34,1.74,5.08,18
3.73,1.38,19.34,2.61,2.31,20.48
4.98,5.52,49.82,4.79,17.08,36.36
7.47,1.38,32.24,10.89,23.08,40.25
4.98,4.83,13.48,8.71,36,16.59
3.73,5.52,1.76,3.92,7.38,14.47
8.71,6.9,7.03,7.4,68.77,14.83
3.73,6.21,15.24,14.37,37.85,20.83
19.91,15.18,65.65,10.02,48.92,61.78
12.44,8.28,14.07,5.66,15.23,15.89
3.73,4.83,6.45,2.18,52.61,23.3
6.22,4.14,9.38,3.92,28.62,16.59
8.71,7.59,12.31,6.1,15.69,3.18
1.24,6.21,22.86,20.03,18,37.77
11.2,8.97,75.03,10.02,5.08,34.6
11.2,17.25,13.48,21.78,15.23,13.42
44.8,82.81,51,80.13,77.08,55.78
11.2,8.28,17,10.02,20.31,16.59
16.18,20.01,36.34,41.81,43.38,29.3
29.86,35.89,39.27,49.65,61.38,43.78
17.42,27.6,22.27,28.74,24.92,23.65
27.38,30.37,21.1,71.42,20.77,27.18
4.98,7.59,19.34,20.47,8.77,13.42
2.49,2.76,19.93,16.55,46.15,20.12
43.55,46.24,5.28,97.99,6.92,22.95
3.73,2.76,18.76,7.4,30.92,19.77
7.47,6.21,14.07,15.68,84,35.66
6.22,7.59,47.48,8.27,40.61,44.48
2.49,4.14,32.24,10.02,29.08,40.6
2.49,3.45,23.45,19.6,68.31,43.42
4.98,6.21,25.2,6.53,38.77,30.36
1.24,4.14,53.93,16.98,70.15,61.08
6.22,2.76,56.86,29.18,85.38,56.84
3.73,6.9,65.06,17.42,78.46,70.61
2.49,2.07,39.86,5.66,54.46,43.07
9.95,2.07,38.1,10.45,58.61,34.95
11.2,8.28,19.93,8.27,39.69,33.19
4.98,2.07,22.27,23.08,27.23,44.13
4.98,0.69,43.96,15.68,60.92,46.95
6.22,13.11,3.52,16.55,46.15,22.59
4.98,9.66,1.17,7.4,15.69,7.06
8.71,6.9,11.72,9.15,20.31,19.42
8.71,12.42,57.44,15.24,74.77,56.49
14.93,12.42,41.03,7.84,42.92,29.3
9.95,6.9,22.27,27.44,39.23,28.95
6.22,8.97,25.2,3.05,46.61,33.54
2.49,8.97,83.82,10.02,51.69,49.07
11.2,15.18,10.55,9.15,57.23,16.24
9.95,7.59,2.34,9.15,10.15,8.83
39.82,57.97,3.52,40.5,4.15,7.41
9.95,9.66,60.96,12.63,81.23,52.6
6.22,13.8,9.38,4.79,9.69,7.06
47.29,47.62,24.03,35.28,35.54,22.95
6.22,0,5.86,5.23,38.77,18.71
4.98,8.28,14.65,9.58,31.85,8.83
12.44,6.9,22.27,10.02,17.08,14.47
6.22,11.73,24.03,12.63,78.92,40.6
6.22,7.59,3.52,16.98,13.38,9.88
13.69,6.9,15.83,8.71,55.85,19.42
9.95,9.66,1.17,8.27,32.31,11.3
9.95,7.59,12.31,41.37,25.85,14.83
8.71,13.8,20.52,9.58,47.08,12.36
12.44,15.87,20.52,17.42,46.15,21.89
6.22,8.97,22.27,16.98,55.85,25.07
11.2,11.73,15.24,28.74,50.31,18.71
7.47,18.63,24.03,33.1,76.15,43.42
17.42,11.04,14.07,13.5,30,20.48
63.46,70.39,23.45,51.39,30.46,23.65
43.55,37.27,8.79,23.95,28.62,12.36
24.89,30.37,18.76,24.39,48.46,28.95
13.69,33.82,51.58,45.29,63.69,46.25
26.13,36.58,53.93,42.24,94.15,56.13
22.4,33.82,49.24,26.57,37.85,56.84
14.93,6.21,44.55,14.81,34.15,22.24
17.42,19.32,31.65,13.94,42,17.65
7.47,26.91,55.1,39.2,61.38,36.72
12.44,18.63,23.45,30.49,39.69,19.77
6.22,19.32,59.79,62.71,43.85,48.72
27.38,25.53,8.79,40.94,10.15,9.88
29.86,54.52,2.93,57.92,3.69,8.83
9.95,8.28,16.41,33.1,13.85,14.47
32.35,32.44,44.55,32.66,52.61,40.25
14.93,15.18,8.79,15.68,7.85,7.06
11.2,9.66,9.38,44.86,14.31,8.12
26.13,37.96,19.34,24.39,23.08,16.95
136.88,254.66,17,58.36,33.69,37.07
47.29,60.73,35.76,30.05,35.54,34.24
14.93,29.68,42.79,23.52,42,42.72
19.91,33.82,41.62,20.9,12.46,22.24
8.71,13.8,80.3,6.97,16.62,43.78
38.58,57.28,32.82,23.95,46.61,41.31
8.71,2.76,71.51,4.79,74.77,56.84
3.73,10.35,76.2,18.73,59.08,53.31
3.73,1.38,69.17,9.58,18.46,37.42
6.22,10.35,0.59,6.97,2.77,6.71
8.71,12.42,56.86,14.81,38.77,35.66
8.71,10.35,48.65,5.66,43.38,28.24
4.98,9.66,4.69,7.4,32.77,5.3
6.22,10.35,2.34,3.92,1.85,4.24
7.47,9.66,5.28,3.92,12,4.24
11.2,6.21,1.17,6.53,6.46,2.12
8.71,6.21,4.69,3.05,7.85,5.65
9.95,5.52,31.65,3.92,42,22.59
1.24,3.45,7.03,3.48,47.08,12
4.98,1.38,5.28,10.45,20.31,9.88
3.73,6.9,24.62,23.08,67.85,47.31
78.39,106.28,6.45,63.58,4.62,4.24
11.2,5.52,19.93,6.1,58.61,25.77
9.95,7.59,11.72,6.97,91.38,22.24
7.47,8.97,29.89,14.81,40.61,19.06
6.22,0.69,14.65,5.66,39.69,11.65
43.55,62.8,47.48,85.8,48.46,46.25
38.58,66.25,9.96,67.07,5.54,14.47
17.42,25.53,22.86,39.63,18.92,19.06
18.67,9.66,7.03,47.04,2.77,5.3
7.47,25.53,52.17,40.07,62.31,60.02
4.98,4.83,12.31,21.78,12.46,16.59
8.71,3.45,55.1,20.47,57.69,48.72
4.98,8.28,48.65,16.98,4.15,36.36
7.47,13.8,11.14,13.5,8.31,14.83
42.31,46.24,12.31,35.71,39.23,24.01
89.59,88.34,4.69,50.95,5.08,3.18
69.68,86.27,1.76,47.04,3.69,4.94
118.21,164.25,1.76,68.81,3.69,5.65
6.22,5.52,39.86,7.84,21.69,18
6.22,0.69,62.72,6.53,8.77,45.19
2.49,2.76,38.1,6.97,10.15,26.83
11.2,7.59,60.96,14.81,54.46,56.84
7.47,2.76,60.96,22.21,61.85,49.42
3.73,6.21,87.92,17.42,71.54,71.31
49.77,73.84,79.72,77.96,67.85,54.01
12.44,6.9,32.82,14.81,21.23,29.65
6.22,13.8,34,10.02,34.61,33.54
49.77,54.52,83.23,75.78,67.85,64.61
6.22,7.59,24.03,15.68,13.38,22.24
3.73,7.59,39.27,4.79,4.15,33.89
19.91,13.8,35.17,92.33,56.31,52.25
13.69,8.97,69.17,51.83,85.38,66.02
4.98,3.45,24.62,46.16,11.08,32.83
6.22,6.9,42.2,20.03,66,30.36
3.73,2.76,45.72,3.92,2.77,28.6
12.44,15.18,75.61,66.2,34.61,66.02
8.71,0.69,55.1,5.66,39.69,28.24
8.71,8.28,26.96,13.94,15.69,21.89
7.47,8.97,27.55,13.94,29.08,28.6
1.24,3.45,62.72,7.4,2.31,39.89
11.2,11.73,35.76,27.44,39.69,28.95
7.47,3.45,39.86,20.47,24.92,32.48
4.98,2.07,28.72,45.29,10.62,22.95
9.95,10.35,16.41,11.32,8.31,16.95
27.38,32.44,0,52.26,2.77,7.06
41.06,31.75,6.45,87.97,8.31,5.3
19.91,2.76,28.14,11.76,15.23,38.83
9.95,11.73,69.17,15.68,81.69,62.84
8.71,8.28,29.31,20.03,46.61,34.95
16.18,8.97,75.61,22.21,61.85,58.6
6.22,9.66,34,15.68,23.54,36.72
6.22,9.66,12.9,23.08,26.77,16.95
9.95,9.66,18.17,24.82,18,20.83
16.18,17.94,38.1,65.33,25.85,32.83
12.44,33.13,38.69,55.31,78,50.84
14.93,26.22,15.24,46.16,5.08,10.24
44.8,37.96,21.69,19.6,17.54,16.24
24.89,33.13,7.03,40.07,10.15,12.36
2.49,8.97,13.48,11.76,0.92,6
19.91,12.42,35.17,16.11,24.92,26.12
13.69,8.97,58.03,18.29,9.23,43.07
17.42,16.56,5.28,40.94,3.23,9.88
3.73,8.28,86.17,34.84,81.69,74.49
33.6,60.04,5.86,56.18,9.23,20.48
33.6,45.55,37.51,44.86,22.62,36.36
57.24,71.77,30.48,73.17,16.62,31.07
11.2,12.42,87.34,34.84,60,77.67
12.44,18.63,32.24,16.55,12.46,31.07
19.91,16.56,26.38,16.11,8.77,32.13
125.68,184.26,8.79,97.12,6,10.59
69.68,74.53,25.79,73.6,22.62,25.77
6.22,11.04,22.86,22.21,4.62,24.36
49.77,64.18,60.37,73.6,37.38,46.6
63.46,95.93,56.86,91.89,16.62,32.83
0,6.9,9.38,5.23,32.31,22.95
18.67,12.42,19.93,61.41,16.15,24.71
32.35,23.46,44.55,102.78,49.38,61.78
6.22,13.11,12.9,31.36,24.92,22.24
18.67,8.28,18.76,39.2,12.92,18.71
6.22,15.87,33.41,47.04,24.46,37.07
72.17,125.6,6.45,62.71,16.15,9.53
12.44,5.52,44.55,6.1,7.85,30.01
9.95,19.32,44.55,27.44,13.38,34.24
6.22,8.97,56.27,13.07,96,54.37
6.22,12.42,20.52,33.97,13.38,21.54
6.22,11.73,28.72,16.11,7.38,21.18
8.71,15.87,25.2,37.89,40.15,40.25
41.06,40.72,61.55,76.21,59.54,62.13
3.73,4.83,34,15.68,26.77,36.01
17.42,19.32,26.38,22.21,35.54,22.24
6.22,9.66,33.41,17.86,22.15,24.36
0,4.83,34,14.37,27.23,34.6
2.49,15.18,20.52,23.52,35.54,29.3
33.6,31.06,4.1,63.15,10.62,7.06
34.84,28.3,14.65,40.5,38.31,26.12
9.95,15.18,11.72,34.41,21.23,18.36
58.48,59.35,22.27,91.46,34.61,31.42
23.64,35.2,14.07,51.39,15.69,13.42
23.64,42.79,19.93,38.76,48.92,35.66
29.86,20.7,64.48,77.96,52.15,54.37
7.47,5.52,45.72,29.18,68.31,48.72
2.49,3.45,25.2,12.63,28.62,38.48
3.73,4.83,14.65,13.94,1.85,6.71
13.69,20.7,21.69,7.84,30.92,12.36
1.24,4.14,12.9,12.19,29.54,25.42
7.47,1.38,42.2,8.71,4.62,37.42
2.49,4.83,75.61,10.45,48,55.43
3.73,4.83,55.1,4.79,11.08,48.72
12.44,11.04,43.96,6.97,12,32.83
6.22,7.59,19.93,5.66,12,16.95
7.47,8.97,57.44,6.97,32.77,50.84
12.44,2.76,72.68,2.18,13.85,46.6
4.98,15.18,38.69,8.27,31.85,27.54
3.73,4.14,106.09,13.94,32.77,61.08
8.71,7.59,58.03,14.81,65.08,54.72
4.98,5.52,2.93,9.58,8.31,6.71
23.64,24.15,26.96,21.78,7.38,25.07
7.47,25.53,42.79,43.55,47.54,61.43
18.67,35.89,48.06,56.62,30,41.31
1.24,7.59,60.96,26.57,8.77,43.42
41.06,46.24,22.86,35.28,37.38,31.42
39.82,36.58,53.93,49.21,30,36.36
3.73,6.21,36.93,8.27,12.46,25.42
9.95,5.52,74.44,15.68,36,56.84
3.73,4.83,28.72,9.58,25.38,38.13
13.69,20.01,4.1,6.97,5.54,4.59
6.22,4.83,5.86,7.4,56.77,18.71
4.98,6.21,31.65,13.07,31.85,18
8.71,6.21,11.72,9.15,61.38,14.47
6.22,14.49,9.38,7.84,20.31,8.12
13.69,2.07,5.86,3.05,21.23,11.65
4.98,2.76,19.93,6.1,56.77,26.83
6.22,0,22.27,4.79,49.38,32.48
2.49,4.83,22.27,9.58,57.23,21.89
6.22,4.14,23.45,6.97,31.85,26.48
1.24,3.45,39.86,14.81,45.23,54.72
4.98,12.42,15.24,3.05,49.85,25.42
6.22,2.76,7.03,2.18,5.54,6
8.71,7.59,78.55,25.7,108,58.6
12.44,9.66,8.21,7.84,81.23,20.12
1.24,6.21,19.34,10.45,99.69,25.42
7.47,11.73,4.1,13.07,34.15,12.36
11.2,6.21,19.34,43.55,14.31,8.12
6.22,4.83,10.55,13.94,24.92,19.06
0,1.38,13.48,9.58,55.38,16.24
6.22,7.59,38.1,9.15,62.77,34.95
4.98,7.59,10.55,3.05,10.62,12.71
3.73,6.21,23.45,10.02,40.61,34.6
8.71,2.76,38.1,2.61,36.92,31.07
3.73,7.59,27.55,5.23,50.31,39.19
7.47,8.97,28.14,6.1,23.08,20.12
1.24,17.25,22.86,13.5,28.62,25.77
9.95,2.76,60.37,20.47,23.54,48.72
11.2,15.18,39.86,5.23,73.85,33.89
7.47,3.45,28.72,10.02,4.15,18.36
6.22,2.07,56.86,3.92,6.92,27.54
2.49,11.73,24.03,8.71,18.92,12.71
3.73,10.35,137.16,7.84,64.15,88.96
6.22,13.8,60.37,55.75,40.15,61.08
12.44,6.21,45.13,5.23,4.62,35.66
7.47,10.35,4.69,8.71,8.31,7.06
14.93,6.21,36.93,9.15,34.61,51.9
4.98,3.45,24.62,3.48,6,25.42
2.49,10.35,1.76,0.44,8.77,3.88
9.95,5.52,3.52,9.58,12.46,8.47
7.47,0.69,2.93,3.05,30,8.47
9.95,8.28,3.52,0.87,7.85,6.35
9.95,12.42,47.48,6.97,66.92,41.66
4.98,6.9,42.2,6.1,30,49.42
6.22,4.83,49.82,6.1,17.54,44.84
16.18,6.9,54.51,6.1,34.61,40.95
12.44,6.9,15.24,9.15,28.62,23.65
21.15,31.75,19.93,26.57,24,32.13
8.71,15.87,89.1,8.27,57.23,44.84
7.47,8.28,26.38,15.68,24,19.06
6.22,8.97,18.76,3.48,13.38,26.83
4.98,2.76,28.72,5.23,14.77,26.83
4.98,4.83,18.76,7.4,28.15,12.71
4.98,2.76,28.72,13.07,67.85,38.83
2.49,2.76,29.31,12.19,72,44.13
3.73,2.07,32.82,8.27,56.31,33.19
6.22,4.14,32.24,10.89,37.85,32.13
7.47,6.21,34,8.71,11.54,29.65
2.49,17.25,42.79,10.02,46.15,42.01
6.22,6.9,53.93,5.66,35.54,34.24
7.47,8.97,7.03,9.15,6,5.3
6.22,6.21,38.69,19.6,5.08,14.12
8.71,8.97,9.38,14.37,31.38,14.12
52.26,102.83,55.1,50.95,53.08,47.66
72.17,81.43,7.62,43.99,12.46,11.3
131.9,211.18,9.38,79.26,26.77,16.24
95.82,160.8,10.55,61.84,2.31,10.24
3.73,12.42,54.51,15.68,57.23,34.95
7.47,4.83,15.83,3.05,40.15,24.36
3.73,2.76,20.52,7.84,42.92,31.07
13.69,11.04,32.24,10.02,46.61,35.66
8.71,12.42,44.55,9.15,8.77,36.36
18.67,20.01,52.75,29.61,20.31,37.07
13.69,8.97,29.31,11.32,6.46,26.48
7.47,2.07,4.1,3.05,3.23,9.53
16.18,10.35,16.41,6.97,19.85,31.42
7.47,6.9,8.21,5.23,72.46,7.06
54.75,57.97,7.03,29.18,1.85,3.53
12.44,28.3,38.1,41.81,42.92,33.89
98.3,160.11,3.52,47.91,5.08,5.3
49.77,65.56,5.28,19.6,7.38,7.41
129.41,163.56,5.28,57.49,13.38,12
56,67.63,2.93,23.52,19.85,14.83
17.42,40.72,14.65,13.5,10.15,12.71
19.91,10.35,8.79,3.05,5.08,2.47
4.98,4.83,2.93,3.48,7.85,7.77
6.22,7.59,53.93,3.05,22.62,39.89
1.24,4.83,74.44,4.79,19.85,39.19
22.4,17.25,38.1,6.1,10.15,13.06
16.18,13.11,15.24,4.79,26.31,15.89
8.71,6.21,15.83,8.71,7.85,5.65
11.2,16.56,51.58,4.36,42.46,27.54
6.22,12.42,7.03,6.97,12.92,6.35
9.95,13.11,11.14,6.53,9.69,5.65
14.93,11.04,51.58,10.89,61.38,37.42
16.18,10.35,93.2,9.15,28.15,54.72
8.71,13.11,69.17,2.18,17.54,66.37
11.2,30.37,33.41,10.02,36,29.65
6.22,9.66,21.69,12.19,14.31,25.07
12.44,4.14,18.17,7.4,6.92,5.3
12.44,11.04,6.45,7.4,23.08,15.53
6.22,11.73,19.93,12.63,51.69,26.48
21.15,15.18,29.31,69.68,123.69,63.9
4.98,3.45,15.24,24.39,66.92,37.42
22.4,20.01,9.38,68.81,36.46,29.3
2.49,13.11,26.38,8.71,29.08,40.6
7.47,5.52,29.89,20.47,75.23,25.42
3.73,8.28,24.03,18.29,27.23,20.48
2.49,6.21,29.89,23.95,22.15,31.42
8.71,4.14,39.27,36.15,62.31,45.19
9.95,4.14,10.55,6.1,46.15,8.83
7.47,4.83,18.17,3.48,36.46,15.53
2.49,4.14,17,7.84,68.77,20.83
2.49,10.35,14.65,20.47,73.38,26.12
11.2,6.9,12.31,24.39,47.08,17.65
14.93,12.42,48.06,38.76,13.85,39.19
17.42,11.04,21.69,10.89,42.92,30.36
12.44,17.25,51,30.92,99.69,73.08
7.47,6.9,14.07,8.27,20.31,14.83
8.71,17.94,19.93,20.03,21.69,21.18
3.73,16.56,46.89,35.28,93.23,51.54
12.44,12.42,29.89,21.34,14.77,35.3
9.95,15.87,38.69,9.58,44.31,31.42
22.4,24.84,77.96,73.6,70.15,51.19
13.69,26.22,31.07,58.79,35.08,25.42
4.98,8.28,42.79,20.03,10.62,25.77
2.49,2.07,52.75,23.52,51.69,36.72
8.71,9.66,23.45,30.92,29.54,23.65
7.47,8.28,63.31,4.36,12.46,41.31
2.49,3.45,79.72,5.66,8.31,34.24
12.44,6.21,52.75,4.36,11.54,38.48
13.69,4.83,8.79,3.48,62.31,23.3
39.82,64.18,29.31,54,4.15,20.83
4.98,15.18,25.2,20.47,8.31,27.54
32.35,44.86,5.86,19.6,5.54,7.06
23.64,21.39,9.38,5.23,3.69,14.12
17.42,19.32,9.96,10.89,7.38,5.65
36.09,35.2,46.89,34.41,26.31,24.01
17.42,24.15,19.93,11.32,15.69,16.59
34.84,26.91,25.79,38.76,22.62,17.3
153.06,180.12,11.72,106.7,12,20.48
63.46,94.55,25.2,82.75,52.15,35.66
119.46,156.66,34.58,64.46,39.23,29.3
172.97,264.32,2.93,94.51,3.23,7.77
199.1,289.16,5.28,112.36,3.69,5.65
36.09,56.59,4.1,35.71,19.38,10.59
48.53,64.87,4.1,58.36,10.15,11.65
32.35,57.97,6.45,16.55,8.31,8.47
38.58,53.83,8.21,26.57,8.77,8.47
57.24,75.91,22.86,60.97,11.08,29.3
28.62,53.83,3.52,21.78,8.77,7.06
37.33,38.65,4.69,25.7,16.15,12
31.11,41.41,2.34,13.07,7.38,6.71
24.89,37.27,3.52,17.86,12.92,4.94
32.35,39.34,10.55,17.42,6,13.77
38.58,32.44,1.17,11.32,11.08,4.24
16.18,6.9,32.24,62.28,12,30.36
12.44,8.97,43.38,27.87,38.77,27.89
6.22,4.14,5.28,5.66,39.23,13.77
9.95,8.28,2.93,3.05,12,6.35
6.22,6.21,1.76,3.05,10.15,9.18
3.73,13.11,17,19.16,30.46,19.06
2.49,5.52,29.89,12.63,37.38,24.36
4.98,6.9,32.24,9.58,45.23,35.66
1.24,2.07,7.62,3.48,4.62,4.24
3.73,6.21,5.28,2.18,10.62,8.47
4.98,5.52,6.45,3.05,19.38,7.41
28.62,46.24,21.1,37.02,45.23,34.24
9.95,11.04,37.51,18.73,12.46,20.48
24.89,29.68,18.76,23.95,42.92,34.6
12.44,9.66,9.96,3.05,52.15,16.95
16.18,9.66,22.27,19.16,44.31,37.42
1.24,2.07,17.58,13.5,54,16.95
11.2,6.9,5.28,0.44,5.08,3.53
4.98,0.69,25.2,3.48,44.31,36.01
9.95,10.35,16.41,9.58,27.23,26.12
64.71,51.76,41.62,72.73,45.69,27.89
18.67,17.94,20.52,34.41,30.92,21.54
13.69,13.8,76.79,12.19,81.23,59.66
9.95,4.14,93.79,4.79,38.77,49.78
8.71,3.45,47.48,10.45,57.23,38.83
134.39,180.12,2.34,67.07,4.62,18.36
31.11,33.82,14.07,23.52,27.69,21.54
24.89,33.13,29.89,41.37,22.15,25.07
22.4,47.62,24.62,22.65,24.46,12.71
8.71,11.73,15.83,11.76,63.23,21.18
39.82,83.51,17.58,36.15,57.69,33.89
7.47,20.01,25.79,13.5,18.92,12.71
16.18,8.28,32.82,12.19,42.92,32.13
9.95,4.83,6.45,3.05,8.31,10.59
11.2,7.59,6.45,7.84,6.92,4.59
43.55,62.8,12.9,52.26,16.62,22.95
116.97,163.56,15.24,107.14,13.85,25.77
24.89,41.41,24.62,23.52,16.15,25.77
3.73,4.83,86.17,12.63,42.92,49.78
4.98,9.66,13.48,10.45,53.54,21.54
8.71,8.97,26.96,6.1,52.15,24.01
4.98,9.66,11.14,10.45,36.92,24.01
3.73,11.73,26.38,11.76,27.69,48.01
2.49,8.28,6.45,3.05,24.92,10.59
12.44,5.52,1.76,4.36,26.77,6
4.98,0,34,5.66,7.38,21.18
2.49,9.66,3.52,1.74,2.31,5.65
1.24,11.04,13.48,6.53,19.38,7.06
9.95,9.66,18.76,3.48,16.62,12.36
6.22,15.18,26.38,6.53,28.15,24.71
2.49,6.21,12.31,18.73,48.92,27.89
24.89,44.17,9.96,53.13,33.69,24.01
9.95,20.01,5.28,2.18,9.69,6
16.18,13.8,48.65,12.19,87.69,45.19
6.22,10.35,36.34,10.45,93.69,37.42
7.47,4.83,13.48,6.97,14.77,22.95
6.22,7.59,17.58,15.68,57.69,29.65
16.18,7.59,84.41,6.53,16.15,55.07
13.69,8.28,75.03,12.63,42.92,68.49
4.98,17.25,10.55,13.94,23.08,16.24
7.47,4.14,17,57.49,18.92,28.95
13.69,13.8,31.65,43.55,74.31,27.89
4.98,7.59,20.52,17.86,13.85,38.48
41.06,65.56,8.79,39.2,7.85,13.77
93.33,125.6,66.24,78.39,38.31,43.78
13.69,11.04,25.2,12.63,16.15,24.71
12.44,6.9,35.17,12.63,13.85,38.13
14.93,23.46,26.96,41.81,18,29.3
13.69,8.97,36.34,9.15,6,16.59
9.95,10.35,21.1,5.66,24.92,15.89
7.47,8.97,29.89,14.37,12,22.24
9.95,21.39,12.9,45.29,41.54,22.59
3.73,3.45,53.34,10.02,5.08,36.72
8.71,11.04,25.79,34.41,42.92,37.77
9.95,13.8,31.07,30.49,46.61,48.72
12.44,13.11,50.41,14.37,28.15,43.42
12.44,19.32,34.58,29.18,54.46,42.01
0,11.04,66.24,36.15,59.54,54.01
11.2,11.73,78.55,42.68,77.08,80.84
24.89,31.75,24.62,77.96,38.31,39.89
21.15,17.25,10.55,43.99,6.46,11.65
21.15,17.25,56.86,36.15,44.31,36.72
12.44,13.11,43.96,69.25,43.38,37.77
4.98,6.21,35.17,22.21,3.69,31.07
3.73,13.11,33.41,44.86,66.46,33.19
17.42,14.49,9.38,62.28,20.77,9.53
13.69,16.56,14.65,50.95,7.38,8.47
12.44,2.76,85.58,27.87,44.77,60.02
8.71,15.18,62.13,39.2,42.46,39.19
14.93,8.28,54.51,8.71,3.69,24.01
9.95,24.15,32.82,27.87,17.08,15.53
7.47,13.8,56.86,9.58,24.46,25.77
3.73,16.56,32.82,35.71,43.85,22.24
13.69,4.83,6.45,6.97,28.15,17.65
44.8,44.17,30.48,94.07,27.23,29.3
21.15,17.94,33.41,50.95,44.77,31.07
11.2,15.18,20.52,16.98,37.85,33.54
8.71,8.28,25.2,9.15,15.69,13.06
24.89,19.32,15.83,39.63,46.61,22.59
3.73,16.56,12.31,8.71,15.23,9.88
8.71,5.52,58.03,10.89,10.62,38.13
18.67,10.35,35.17,24.82,40.61,51.54
18.67,21.39,7.03,70.55,5.54,11.3
14.93,23.46,17,87.1,3.69,27.89
14.93,22.08,9.38,55.31,2.77,8.47
29.86,46.24,15.24,65.33,5.54,12.36
21.15,25.53,67.99,67.94,15.23,55.07
6.22,4.14,38.1,4.79,17.08,32.83
7.47,4.83,66.24,14.81,52.61,65.66
9.95,10.35,28.14,6.53,27.69,26.83
12.44,7.59,25.2,8.71,64.61,36.72
8.71,9.66,21.69,24.82,32.77,34.6
0,6.21,2.34,38.76,5.08,10.59
6.22,2.07,2.34,5.23,28.62,13.06
8.71,4.83,28.72,7.4,36.92,20.83
4.98,5.52,29.31,33.1,34.61,28.95
22.4,22.77,8.21,37.89,7.85,9.18
87.11,113.87,8.79,55.31,24.46,27.54
3.73,2.76,42.79,25.7,59.54,53.31
49.77,56.59,23.45,52.7,21.69,30.36
3.73,7.59,73.27,2.61,13.85,50.48
8.71,6.21,49.82,8.27,5.08,37.77
22.4,4.14,34.58,12.63,6.92,22.24
12.44,6.21,14.07,9.58,11.08,14.47
44.8,44.86,87.34,61.84,19.38,52.6
90.84,104.9,29.89,65.33,17.54,22.59
4.98,12.42,61.55,24.39,52.61,60.37
9.95,12.42,49.24,20.9,24,30.71
2.49,2.76,43.38,15.68,31.38,39.54
7.47,5.52,69.17,3.92,37.38,41.66
2.49,0.69,27.55,10.02,58.15,22.59
7.47,9.66,2.93,0.87,7.38,11.3
8.71,8.28,41.62,26.13,41.54,27.89
9.95,1.38,84.41,10.89,8.31,46.6
4.98,6.9,118.99,20.9,70.15,67.78
4.98,12.42,45.13,18.73,66,48.01
12.44,4.14,12.31,8.27,43.85,10.94
8.71,4.14,9.96,9.58,43.85,19.42
0,7.59,20.52,7.84,62.31,28.95
9.95,8.28,21.69,11.76,18.46,13.06
12.44,3.45,39.86,6.1,28.62,41.31
7.47,4.14,11.72,20.9,13.85,19.06
6.22,5.52,60.37,17.86,39.23,47.31
13.69,13.8,5.86,40.94,4.62,15.89
9.95,6.21,24.03,22.65,56.31,27.54
2.49,7.59,45.72,13.94,68.31,49.42
7.47,2.07,75.61,10.89,79.38,38.48
6.22,8.97,35.76,11.76,24.46,21.54
3.73,3.45,46.89,6.97,16.62,39.19
11.2,6.21,60.37,29.61,41.08,40.95
2.49,4.83,51,11.32,44.31,25.07
8.71,3.45,35.17,13.5,26.31,42.36
3.73,2.76,40.44,27,63.23,46.6
9.95,10.35,12.9,40.07,23.08,22.24
22.4,30.37,6.45,73.6,6.46,14.47
12.44,27.6,5.28,57.05,5.54,9.18
8.71,8.28,5.28,48.34,5.54,9.18
6.22,7.59,35.76,10.89,34.61,28.24
28.62,33.13,23.45,47.47,27.69,23.65
18.67,10.35,14.65,43.12,53.08,29.65
24.89,24.84,7.62,53.13,17.54,12.36
44.8,44.86,11.14,81.44,6.46,18
9.95,15.87,51.58,44.86,79.85,54.37
26.13,19.32,13.48,59.67,12.46,13.77
9.95,13.11,15.83,24.82,37.38,23.65
6.22,12.42,29.31,17.42,99.69,42.01
3.73,10.35,13.48,13.5,15.69,13.42
9.95,6.21,70.34,11.76,72,63.55
4.98,3.45,27.55,7.4,28.15,22.95
8.71,2.07,12.9,6.97,9.23,5.65
4.98,6.21,55.69,8.71,38.77,31.07
