CMP,EryA,EryB,GMP,MPP,Mono,MEP,GN
8.83,49.77,63.49,2.93,4.15,3.56,74.47,5.21
6.35,3.73,13.11,6.45,0,4.11,40.5,5.21
11.3,7.47,3.45,32.24,3.69,37.54,16.98,6.07
6.35,22.4,13.11,7.03,5.08,2.47,75.78,3.04
8.12,16.18,17.25,6.45,3.23,7.67,68.81,12.58
24.01,13.69,22.08,9.96,19.38,8.22,76.21,9.11
24.36,17.42,22.08,24.03,25.38,15.07,30.49,16.92
23.65,27.38,21.39,20.52,13.85,15.62,25.26,19.96
39.89,29.86,37.96,30.48,18.92,19.73,67.5,30.8
39.89,3.73,6.21,31.07,5.54,25.21,11.32,52.06
38.48,2.49,1.38,26.38,15.23,18.08,6.97,54.23
45.89,8.71,10.35,51.58,36.92,40.82,26.57,74.62
25.77,2.49,6.9,33.41,29.08,17.81,12.19,6.07
19.42,9.95,12.42,18.17,20.77,20,4.79,3.47
44.48,12.44,1.38,41.03,60.46,24.93,22.21,43.38
44.13,2.49,11.73,58.03,60.46,16.71,23.52,23.43
20.12,6.22,10.35,15.83,37.85,12.06,7.4,15.62
24.71,2.49,10.35,26.38,15.23,8.77,7.4,10.41
39.19,4.98,8.97,32.24,33.69,21.65,9.58,16.05
31.42,3.73,17.25,14.65,18.92,7.4,15.24,5.21
21.89,9.95,9.66,26.38,31.85,23.56,11.32,8.68
8.47,7.47,4.83,11.14,5.54,3.56,4.79,10.41
20.12,3.73,11.73,35.17,38.77,14.52,13.07,18.22
19.06,12.44,10.35,30.48,30.92,11.23,14.37,8.68
3.88,7.47,7.59,2.34,4.15,5.21,3.92,2.17
4.24,6.22,4.83,2.93,5.54,8.22,2.18,6.07
27.54,7.47,7.59,17.58,37.85,10.41,13.94,19.09
13.77,1.24,4.83,6.45,27.69,9.59,4.79,11.71
39.19,6.22,7.59,31.07,30.92,23.29,19.6,36.88
39.89,8.71,2.76,29.89,9.23,30.69,5.23,86.76
15.53,2.49,4.14,12.9,32.31,6.85,5.66,5.64
24.71,3.73,6.21,12.31,48,6.03,6.53,6.07
13.06,8.71,2.76,13.48,15.69,3.84,8.27,6.51
8.47,3.73,8.97,6.45,16.15,11.23,2.61,6.51
20.12,9.95,4.83,15.24,7.85,25.21,7.4,28.63
54.37,4.98,8.97,49.24,60.46,16.99,43.55,13.45
34.24,14.93,20.7,28.14,52.15,12.06,33.97,10.41
28.24,16.18,11.04,2.34,39.69,7.67,21.34,6.07
28.24,9.95,11.04,15.83,24.46,16.44,37.02,3.47
58.96,17.42,15.18,39.27,47.08,21.1,48.34,14.32
20.12,4.98,13.11,40.44,15.23,40.55,10.02,9.54
32.83,2.49,4.14,39.86,29.54,27.67,11.32,13.45
49.42,6.22,5.52,39.86,46.61,38.36,11.76,10.85
21.54,3.73,2.76,18.76,43.38,8.49,10.02,5.21
66.37,11.2,18.63,50.41,102.46,62.2,14.81,74.18
33.89,12.44,8.28,38.69,42,63.02,6.53,94.57
38.48,7.47,6.9,52.75,30,34.25,10.02,62.04
44.84,3.73,0,63.31,32.77,27.67,37.45,19.09
30.01,19.91,13.11,13.48,69.69,10.41,51.39,13.45
38.13,8.71,11.73,26.38,84,14.52,14.81,7.81
45.19,9.95,15.18,74.44,51.69,41.65,19.6,52.93
71.67,8.71,6.9,67.41,119.54,41.1,78.39,43.82
37.07,7.47,6.21,18.76,28.15,24.11,15.24,40.78
37.77,7.47,11.73,43.96,35.08,44.39,9.15,62.04
37.07,8.71,12.42,41.62,50.77,20.55,15.68,9.98
7.06,11.2,8.28,2.34,4.62,5.21,5.66,9.54
36.72,8.71,10.35,37.51,69.69,25.21,10.89,21.26
18,14.93,11.73,11.14,46.61,12.06,22.21,9.98
14.12,3.73,4.83,10.55,20.31,12.33,9.15,9.11
44.13,3.73,6.9,14.65,42.46,12.06,6.1,27.76
38.48,7.47,8.28,37.51,46.15,17.81,7.84,25.6
13.06,4.98,17.25,11.14,19.85,10.41,11.76,8.24
43.78,11.2,15.18,31.07,71.54,38.91,12.19,68.98
35.66,7.47,11.73,52.17,55.38,35.89,15.68,54.23
68.84,22.4,15.87,46.89,82.61,55.07,46.6,66.81
32.83,3.73,4.83,34,6,39.73,4.36,88.5
25.42,4.98,4.83,39.86,22.62,37.81,7.84,60.3
56.84,8.71,8.28,25.79,128.77,18.36,29.61,23.43
31.77,9.95,4.14,38.69,66.92,22.47,15.68,29.5
51.9,2.49,6.21,39.86,48,21.65,9.58,45.99
6,3.73,5.52,2.93,7.38,6.3,5.23,6.51
6.71,9.95,6.21,10.55,15.23,28.77,10.02,50.32
15.53,4.98,15.18,6.45,34.15,5.75,18.73,1.74
22.59,4.98,6.21,19.93,26.31,10.41,5.66,4.77
25.77,7.47,4.83,21.1,48.92,5.48,16.11,6.94
10.94,3.73,2.76,6.45,18.92,4.38,8.27,4.77
24.36,8.71,0.69,9.38,25.38,4.93,8.71,3.9
40.95,3.73,2.76,33.41,51.23,6.58,8.27,6.94
22.59,2.49,5.52,9.38,78,4.11,8.27,8.24
6.71,2.49,6.21,3.52,18,4.38,4.36,6.07
8.83,18.67,11.04,5.28,11.08,10.69,27.44,7.38
6.71,16.18,11.04,4.69,7.38,8.77,13.5,6.51
9.53,8.71,3.45,7.62,0.92,4.93,10.02,8.24
23.3,36.09,58.66,20.52,7.38,27.67,65.76,23.86
10.94,6.22,6.9,9.38,10.15,3.56,11.32,8.68
19.06,3.73,17.94,24.03,36.92,11.78,16.11,16.49
8.47,3.73,6.9,4.1,4.62,11.78,7.4,26.46
5.65,4.98,2.76,7.03,2.77,4.93,2.18,4.77
15.53,4.98,9.66,12.31,12.92,5.48,10.45,3.47
3.53,7.47,6.9,5.28,13.38,2.74,2.18,3.04
12,12.44,2.07,4.69,34.15,4.93,13.94,6.07
9.18,9.95,7.59,4.1,14.77,5.75,4.36,3.9
4.94,4.98,0.69,4.1,6.46,4.66,7.84,2.17
8.83,6.22,6.9,5.28,19.38,7.12,6.1,7.38
7.77,0,4.14,5.28,8.31,4.11,7.4,3.04
21.89,8.71,22.08,32.24,15.23,11.23,39.2,14.32
23.3,13.69,4.83,29.31,30.46,11.51,42.68,6.07
52.25,4.98,6.9,24.62,82.15,10.14,19.6,11.71
35.66,4.98,6.21,25.2,46.15,6.3,10.02,9.54
45.54,9.95,8.28,52.17,65.54,17.26,54.87,9.11
31.07,1.24,4.83,38.1,7.38,7.95,6.53,13.01
42.01,1.24,8.28,47.48,44.31,19.73,6.97,10.85
80.84,3.73,8.97,86.17,28.62,31.23,12.19,36.44
32.48,0,13.8,39.86,17.54,11.51,6.1,11.28
32.83,8.71,4.83,24.03,66,16.17,5.66,13.45
66.02,9.95,6.21,68.58,79.85,16.17,13.94,16.49
40.25,21.15,20.01,26.38,32.77,7.12,77.52,9.98
50.48,18.67,13.11,59.2,75.23,19.18,31.79,20.82
54.72,7.47,8.28,39.27,76.61,21.1,5.23,30.37
18.36,12.44,4.83,8.79,44.31,11.51,8.27,6.51
35.66,3.73,8.28,52.75,87.23,25.48,7.84,6.94
29.65,3.73,5.52,15.24,79.85,8.49,6.53,9.54
33.54,2.49,4.14,22.86,52.61,14.52,8.27,10.41
46.95,4.98,5.52,38.69,75.69,13.97,8.27,36.01
23.3,4.98,4.14,24.62,45.69,15.07,11.32,12.58
37.07,12.44,2.07,77.96,36.92,21.65,26.13,6.51
54.37,7.47,1.38,58.62,83.08,18.36,18.73,14.75
20.48,1.24,3.45,12.9,59.08,7.4,7.4,7.38
49.42,3.73,5.52,28.14,83.54,12.88,4.36,7.81
46.95,1.24,8.28,38.1,79.38,10.14,18.73,6.94
66.37,0,8.97,59.79,8.77,70.14,10.89,93.71
41.31,2.49,6.21,48.06,33.69,36.17,23.08,55.53
50.84,4.98,6.21,52.75,15.69,32.33,13.94,82.43
43.78,1.24,6.9,93.79,11.08,65.48,12.19,84.16
55.07,2.49,4.14,41.62,61.38,25.48,15.68,16.92
25.77,1.24,0,29.89,4.62,18.08,3.48,59
26.83,1.24,4.14,34.58,0.92,29.59,7.4,50.32
56.13,9.95,10.35,51,32.31,36.17,9.58,29.93
12.36,9.95,15.18,8.79,12.92,13.97,17.86,11.28
33.54,46.04,60.73,29.89,36.46,57.54,15.24,70.28
47.66,13.69,12.42,63.89,50.77,61.37,28.31,37.31
55.78,19.91,9.66,58.62,53.08,59.46,20.03,70.71
29.65,4.98,4.14,51,15.69,27.67,8.71,23.86
41.66,6.22,4.83,66.24,29.08,35.89,10.89,26.03
40.6,0,4.14,55.1,12.46,37.26,10.45,34.71
11.3,102.04,122.84,6.45,4.15,4.38,21.78,5.64
18.71,4.98,4.14,45.72,8.31,10.69,11.76,6.51
65.66,8.71,17.25,74.44,90,35.89,18.29,76.35
23.65,7.47,1.38,20.52,42.92,6.3,31.36,9.11
33.19,4.98,2.76,45.13,62.31,9.86,13.07,8.68
15.89,0,2.07,17,38.31,13.97,13.07,8.24
37.07,6.22,7.59,35.76,49.85,11.51,13.5,11.71
41.31,1.24,7.59,63.31,26.77,35.07,8.71,66.38
61.43,3.73,5.52,87.34,36.92,46.58,16.55,61.6
43.07,7.47,2.76,79.13,25.38,41.65,8.27,75.05
26.48,7.47,5.52,34.58,24.92,16.71,30.92,18.65
12.36,8.71,12.42,8.79,33.23,7.67,9.15,18.22
34.95,9.95,2.76,42.2,9.69,26.58,42.24,98.48
19.42,4.98,8.28,18.17,19.85,10.14,12.19,46.85
35.3,6.22,5.52,38.69,16.15,45.21,10.45,94.57
30.71,6.22,8.97,55.1,37.38,36.44,27.87,32.1
29.3,11.2,8.97,24.03,17.54,14.25,37.02,12.15
54.01,8.71,2.76,67.99,15.23,57.81,1.74,53.79
56.84,12.44,4.14,109.61,36.92,55.89,8.71,78.09
33.89,11.2,6.9,34,13.38,42.19,8.27,22.13
62.13,9.95,4.83,88.51,44.77,71.24,8.27,62.47
45.89,7.47,2.76,56.27,30.92,37.81,8.27,15.18
32.48,8.71,5.52,20.52,12.46,12.6,8.71,12.15
30.01,1.24,9.66,28.14,30.46,18.36,26.57,21.26
23.3,17.42,6.21,28.72,24,15.89,19.16,10.41
28.6,9.95,7.59,6.45,31.85,20.55,4.36,39.04
24.71,3.73,0.69,28.72,41.54,10.96,12.19,5.21
39.19,3.73,2.76,40.44,28.62,12.33,10.89,16.92
40.6,4.98,4.14,47.48,26.31,36.44,46.16,86.33
49.42,2.49,0,53.34,58.15,20.55,22.65,37.31
9.53,44.8,77.98,9.38,2.77,7.4,60.97,10.85
36.36,7.47,11.73,30.48,5.08,31.78,4.79,63.34
45.19,14.93,22.77,47.48,43.38,35.34,15.68,36.44
28.6,2.49,3.45,14.07,5.54,30.69,8.71,63.77
47.31,7.47,8.28,58.03,46.15,40.28,16.98,68.98
42.01,6.22,7.59,65.65,60.46,35.62,17.86,26.9
28.6,3.73,4.83,32.82,44.31,19.73,6.53,6.94
16.24,13.69,13.8,15.24,22.62,7.4,50.08,3.04
52.6,14.93,9.66,44.55,78.46,27.12,37.45,72.88
7.77,18.67,24.15,4.69,6.92,6.58,91.89,4.77
41.66,44.8,51.76,28.72,31.85,24.11,74.47,34.71
56.84,8.71,12.42,101.41,75.23,36.44,70.99,31.24
9.88,16.18,28.99,4.1,12,8.49,44.86,13.01
25.77,16.18,7.59,15.83,26.77,21.65,11.76,16.05
38.83,6.22,11.73,65.65,11.08,55.35,11.76,81.99
49.42,21.15,28.3,51.58,47.08,46.3,47.04,59.87
38.83,18.67,30.37,31.07,47.54,25.48,69.68,56.4
22.95,4.98,2.07,1.76,49.85,4.66,6.1,5.21
23.3,4.98,4.14,39.27,26.31,23.84,14.81,10.41
27.18,4.98,6.21,36.93,15.23,23.84,9.58,14.75
38.83,14.93,8.97,43.38,36,25.76,27.87,34.71
78.02,16.18,17.94,72.68,63.23,43.29,63.58,55.53
45.54,17.42,10.35,58.03,49.38,35.62,13.07,58.13
35.66,6.22,6.9,47.48,8.31,39.18,28.74,85.9
56.13,17.42,16.56,53.93,32.77,51.24,31.36,46.42
52.25,9.95,6.21,66.24,18,51.51,13.07,54.23
34.6,19.91,29.68,16.41,37.85,21.1,31.79,41.21
45.19,33.6,37.27,62.72,30.92,28.49,28.74,30.8
8.47,128.17,162.18,14.65,5.08,8.49,91.02,8.24
33.19,23.64,10.35,59.2,21.69,55.35,12.63,81.99
22.24,6.22,0,19.34,49.85,8.49,10.45,4.77
35.3,9.95,2.07,22.27,49.38,6.03,20.47,8.68
48.37,6.22,1.38,64.48,38.77,52.61,4.36,68.54
16.95,12.44,11.73,7.62,63.69,16.44,7.4,22.56
20.48,9.95,14.49,28.14,48.92,22.74,12.63,31.24
26.83,28.62,27.6,23.45,32.31,20.55,30.05,22.56
13.77,0,1.38,5.28,39.69,7.95,5.66,7.38
27.54,2.49,0.69,46.31,12.92,8.49,8.27,19.09
20.83,1.24,5.52,3.52,8.31,3.84,39.2,6.94
31.07,32.35,45.55,19.93,16.15,19.73,35.71,20.82
55.78,17.42,15.18,64.48,73.38,43.02,37.89,27.76
23.3,6.22,4.14,28.72,17.08,15.34,17.42,6.94
19.42,17.42,8.28,11.72,33.23,7.4,8.27,6.94
48.01,7.47,8.28,67.41,73.85,38.63,10.45,20.39
38.83,3.73,9.66,45.13,58.61,25.21,7.84,16.05
74.14,12.44,17.25,80.3,94.15,75.07,36.15,84.6
36.72,2.49,7.59,45.13,47.54,20,16.11,21.69
34.24,2.49,1.38,8.21,42.92,11.51,10.45,13.01
39.54,4.98,1.38,48.65,16.15,39.45,9.15,39.48
24.01,0,2.76,45.72,3.23,29.04,2.18,37.31
33.89,4.98,5.52,34,31.85,18.36,3.05,19.09
21.89,17.42,11.04,22.27,11.54,40,9.58,61.17
33.19,13.69,16.56,28.72,27.23,52.33,16.11,59.43
63.55,8.71,11.04,87.34,70.61,80,11.32,89.8
8.47,8.71,4.14,7.03,4.62,30.14,6.1,37.31
12.36,9.95,4.83,10.55,6.92,26.3,3.48,46.42
15.89,3.73,3.45,18.76,6.92,12.88,7.84,36.01
14.83,11.2,4.83,18.76,7.85,25.48,11.76,32.97
40.6,2.49,0.69,36.34,84,14.25,14.81,5.64
50.84,3.73,5.52,49.24,44.31,29.86,24.82,14.32
20.12,6.22,1.38,14.07,3.69,27.95,5.23,69.41
37.42,14.93,11.73,55.69,39.69,53.15,15.24,74.62
64.96,80.88,149.76,80.89,21.69,83.57,60.97,111.06
40.6,9.95,21.39,68.58,10.15,49.87,23.95,86.33
7.77,46.04,55.9,26.96,6.92,30.96,20.47,32.1
32.83,4.98,6.21,55.69,0.92,48.22,5.23,95.01
25.77,2.49,6.21,32.24,2.77,40,7.84,71.15
21.89,11.2,11.73,11.72,31.85,9.86,6.53,4.34
37.42,6.22,4.83,15.83,10.15,28.49,13.5,74.62
12,3.73,10.35,11.14,11.08,9.86,6.53,6.94
17.3,22.4,27.6,11.14,10.62,22.47,12.63,19.09
62.13,6.22,11.04,52.75,105.69,48.77,14.81,91.1
12.36,4.98,2.07,13.48,35.54,17.54,11.76,43.38
10.94,14.93,14.49,4.1,4.15,37.81,34.84,92.84
54.37,1.24,6.21,57.44,32.31,37.26,12.19,117.13
12.36,7.47,14.49,9.96,6,29.59,19.16,91.97
58.96,16.18,12.42,34.58,11.08,51.51,18.73,94.14
15.89,125.68,149.07,5.28,8.77,35.07,67.94,47.72
15.89,2.49,11.04,2.93,43.85,6.85,10.02,9.98
33.89,6.22,4.14,22.86,65.54,21.37,31.79,34.71
25.77,4.98,4.83,29.31,10.62,33.97,11.32,84.16
47.31,3.73,5.52,62.13,42.46,36.71,10.02,84.16
23.3,9.95,34.51,5.86,19.38,6.3,59.67,11.71
19.77,72.17,95.93,7.03,16.62,11.23,73.6,7.81
34.95,4.98,4.14,19.34,55.38,7.67,20.9,13.88
41.66,7.47,7.59,50.41,64.15,20.28,24.39,39.91
31.77,7.47,13.11,11.14,38.77,4.66,29.18,6.94
32.83,3.73,9.66,22.27,51.69,10.14,20.47,4.77
24.71,33.6,36.58,24.03,6.46,14.8,46.6,14.32
28.6,34.84,21.39,21.1,21.23,26.3,26.57,28.63
8.83,54.75,75.22,2.34,2.77,7.67,65.76,3.04
14.83,39.82,49,22.27,7.38,18.36,52.26,11.28
43.07,9.95,20.01,49.82,49.85,41.37,20.47,46.42
9.88,19.91,24.15,4.1,12,12.33,33.1,3.9
21.89,29.86,13.8,32.82,46.15,8.77,14.81,12.15
10.94,17.42,13.11,9.96,24.92,8.22,16.98,8.24
34.6,8.71,6.9,32.24,17.08,29.04,9.15,41.65
12,17.42,11.04,13.48,7.38,9.32,28.31,6.94
33.89,4.98,4.83,48.06,27.69,19.73,15.24,12.15
58.6,6.22,6.21,72.68,20.31,63.29,6.97,59
10.24,4.98,7.59,7.03,10.15,17.81,8.71,7.81
11.65,6.22,4.83,0.59,48.46,11.23,4.36,5.21
15.53,4.98,8.97,10.55,69.69,9.04,16.11,4.77
5.3,6.22,11.73,11.14,8.31,12.06,37.89,9.54
22.95,8.71,7.59,55.1,36,41.65,18.29,8.24
9.88,9.95,11.04,18.17,6.46,17.26,19.6,8.68
19.42,19.91,13.8,63.31,8.77,55.07,26.57,19.96
21.18,65.95,48.31,15.83,14.77,18.36,58.36,7.38
15.18,7.47,7.59,43.38,10.15,40.55,16.55,6.07
26.48,11.2,17.25,21.1,43.85,25.48,11.76,9.11
82.26,37.33,33.82,108.44,74.31,76.17,54.44,108.02
26.48,12.44,10.35,26.96,27.69,52.61,12.19,73.75
74.49,13.69,41.41,92.03,146.77,100.83,27.87,111.93
45.54,34.84,28.3,54.51,66.46,76.72,31.79,47.29
33.89,23.64,32.44,28.14,15.23,56.17,21.34,76.35
34.24,26.13,28.99,43.96,61.85,51.78,28.31,20.39
72.37,17.42,42.1,108.44,99.23,78.09,52.7,60.3
65.66,48.53,60.04,49.82,83.08,55.89,60.1,43.82
41.31,9.95,28.3,38.1,64.15,24.11,38.76,25.16
56.49,14.93,31.06,67.41,96.46,42.47,38.33,36.88
48.01,14.93,26.22,67.41,53.08,35.89,17.42,24.73
25.77,17.42,8.28,31.07,14.77,13.97,23.95,18.65
16.59,27.38,29.68,25.2,16.15,15.89,27,12.15
16.24,21.15,26.22,22.27,17.08,20.82,25.26,10.41
84.02,18.67,24.15,93.2,75.69,90.96,19.6,117.57
32.83,90.84,128.36,39.86,43.38,53.98,56.62,20.82
45.19,32.35,40.72,67.41,38.77,61.92,37.45,24.73
58.96,39.82,17.94,84.41,87.69,72.88,23.95,51.63
25.07,23.64,30.37,33.41,24.92,34.8,40.5,18.22
31.42,23.64,21.39,31.07,29.54,23.29,30.92,16.05
48.72,7.47,20.7,52.75,43.38,51.24,8.71,27.76
41.66,14.93,17.25,51,30.46,35.34,32.23,22.99
19.06,7.47,9.66,10.55,42.92,6.85,20.9,5.64
12,11.2,16.56,18.17,12.92,7.95,3.92,6.94
16.59,8.71,7.59,25.2,40.15,6.58,10.02,3.47
13.42,2.49,4.83,4.1,8.77,4.93,5.66,4.34
18,12.44,3.45,29.89,32.77,34.52,5.23,6.51
19.06,23.64,11.73,17,46.15,14.52,13.94,9.98
18.36,12.44,14.49,23.45,13.38,23.84,8.71,6.51
30.36,16.18,21.39,22.27,62.31,34.8,13.5,18.22
10.24,3.73,4.83,4.69,80.31,6.3,5.66,6.94
28.24,8.71,9.66,36.93,14.77,100.83,10.89,117.57
57.54,14.93,17.25,107.27,13.38,120.83,2.18,126.68
30.01,11.2,4.14,76.79,35.08,59.73,6.97,16.05
49.07,8.71,6.9,49.82,53.08,42.47,36.15,22.56
11.65,6.22,6.21,7.03,2.31,19.45,3.92,15.62
20.12,23.64,33.13,9.96,11.54,20.82,24.82,20.82
15.18,28.62,22.77,14.07,7.38,20.82,8.71,16.92
27.18,4.98,16.56,32.82,57.23,29.59,10.02,16.05
25.42,6.22,8.97,23.45,49.85,36.99,6.97,43.38
33.19,6.22,10.35,27.55,45.69,23.29,16.98,35.57
28.24,4.98,13.11,19.34,42.46,23.29,13.07,6.94
9.18,3.73,4.83,12.31,38.77,9.32,8.27,10.85
12.36,3.73,11.04,5.86,13.38,7.95,26.13,8.24
6.71,0,3.45,7.03,7.85,3.01,3.48,3.47
21.89,2.49,5.52,22.86,12,24.93,13.94,50.76
7.06,24.89,56.59,8.79,2.77,15.62,61.41,10.41
18,89.59,141.48,9.96,10.15,7.67,37.02,6.51
28.95,8.71,9.66,46.31,24,20.55,31.79,21.69
9.88,89.59,120.77,13.48,6,15.07,36.15,8.68
10.94,51.02,91.79,4.1,5.54,7.4,35.28,2.6
6,59.73,78.67,1.76,3.69,3.84,17.86,5.64
24.71,21.15,39.34,37.51,21.23,26.03,48.34,19.96
13.06,83.37,62.8,7.03,5.54,3.01,39.2,6.51
25.07,12.44,21.39,26.38,28.15,20.82,23.52,12.15
16.95,3.73,7.59,14.07,40.15,15.07,22.65,22.99
31.07,6.22,14.49,43.38,26.31,30.14,10.89,65.07
14.47,57.24,50.38,8.21,36.46,14.25,15.68,26.9
28.6,54.75,98.69,12.9,50.31,9.86,43.99,13.88
7.41,80.88,108.35,12.9,13.85,6.58,26.13,8.68
13.42,21.15,18.63,11.72,35.54,16.17,11.32,18.65
19.42,23.64,69.01,18.17,33.69,17.81,36.58,50.32
8.12,8.71,11.73,1.76,3.69,14.8,8.27,39.91
26.83,12.44,6.21,19.93,31.85,44.66,5.23,65.51
6.71,1.24,5.52,13.48,1.85,19.73,9.15,40.35
4.24,4.98,12.42,1.76,10.15,4.38,36.58,4.77
2.47,0,4.14,0.59,3.69,4.38,4.36,1.74
17.65,2.49,4.83,38.1,11.54,14.52,12.19,9.11
12.36,4.98,1.38,41.62,5.08,39.45,2.61,39.04
21.18,7.47,3.45,11.72,43.38,21.92,3.48,29.07
43.42,8.71,8.28,56.27,60.92,32.88,4.36,45.55
17.3,7.47,11.04,18.17,26.31,26.3,3.92,42.08
22.59,7.47,5.52,37.51,17.54,23.84,11.76,27.33
30.36,8.71,8.28,36.93,17.54,28.49,4.36,49.02
36.36,3.73,0.69,22.86,23.08,23.84,2.18,36.01
8.83,2.49,3.45,19.34,1.85,22.47,2.18,41.65
21.89,1.24,1.38,41.62,5.08,27.12,5.66,52.06
44.84,7.47,3.45,49.82,50.77,47.4,7.84,66.81
46.6,0,4.83,45.72,37.85,39.73,21.78,54.66
23.65,7.47,5.52,38.1,2.77,19.18,3.05,26.03
10.24,1.24,3.45,7.03,49.38,3.01,2.61,3.9
17.3,6.22,3.45,12.9,42.46,5.48,23.08,4.34
27.18,6.22,2.76,39.86,29.54,18.63,12.63,18.22
37.07,6.22,3.45,23.45,42,15.89,13.07,19.96
16.59,8.71,6.9,18.76,43.38,15.07,6.53,9.54
32.83,28.62,46.24,32.82,29.54,18.36,33.97,15.18
15.89,6.22,6.21,36.34,23.54,13.7,2.18,8.24
40.95,1.24,6.9,47.48,41.08,23.84,27.87,21.26
24.36,8.71,4.83,31.65,15.69,26.58,9.15,46.85
31.07,3.73,1.38,40.44,5.54,43.29,8.27,37.31
46.95,9.95,6.21,53.34,41.08,30.41,4.79,13.01
20.48,1.24,1.38,42.2,33.23,22.47,10.89,16.49
6.71,3.73,7.59,2.93,11.08,5.75,16.55,9.11
21.18,46.04,40.03,22.27,5.08,6.85,52.26,9.54
26.12,13.69,8.28,38.1,24.46,18.08,25.26,10.85
30.01,6.22,8.28,39.86,21.69,29.32,13.07,24.73
33.89,0,9.66,31.65,33.23,32.33,8.71,37.31
28.6,3.73,2.07,39.27,38.77,29.04,16.11,24.29
5.65,99.55,149.76,2.34,5.54,6.58,59.23,1.3
33.89,3.73,3.45,38.1,11.54,36.17,6.97,57.26
21.18,6.22,8.97,36.93,6,41.1,4.79,45.12
29.3,4.98,1.38,43.96,16.62,26.85,5.66,31.24
17.65,6.22,2.76,8.79,45.69,8.49,6.53,6.94
19.77,6.22,4.83,19.93,23.54,5.48,52.26,7.38
26.12,2.49,4.83,36.93,28.62,38.63,14.37,43.38
33.19,12.44,11.73,44.55,24.92,29.86,10.89,35.14
24.71,7.47,11.73,36.34,54,24.93,25.26,28.63
22.95,21.15,19.32,14.07,7.85,6.3,58.79,6.07
24.36,2.49,4.14,43.38,33.69,43.02,15.24,43.82
12.71,18.67,22.77,9.96,7.85,6.03,47.47,6.07
29.65,3.73,6.21,50.41,17.08,28.22,6.97,18.22
34.24,6.22,6.9,36.93,13.38,32.06,13.5,23.86
24.71,4.98,5.52,42.79,35.08,17.54,7.84,23.86
26.83,8.71,6.9,49.82,45.23,32.33,13.5,28.63
25.07,7.47,11.04,24.03,35.54,30.41,17.42,36.88
14.83,11.2,7.59,13.48,10.15,6.85,39.2,23.43
13.06,99.55,129.05,14.65,7.85,6.85,39.63,6.51
33.19,13.69,2.76,59.79,35.08,49.59,6.53,55.1
10.94,8.71,3.45,4.69,9.69,22.74,3.05,40.78
11.3,7.47,5.52,14.65,21.69,23.56,3.05,56.4
9.18,18.67,13.8,1.76,20.77,9.86,15.68,9.11
25.77,8.71,21.39,26.96,53.54,13.15,46.6,18.65
33.89,17.42,11.73,42.2,22.15,20,38.76,29.93
27.89,6.22,10.35,26.38,60,15.89,20.03,11.28
17.3,2.49,8.28,7.03,75.69,10.69,16.98,5.64
16.95,13.69,6.9,12.31,44.31,10.41,8.71,13.01
36.72,8.71,15.18,19.34,45.69,24.93,37.02,35.57
3.53,3.73,14.49,4.69,11.54,4.93,9.15,12.15
3.88,7.47,18.63,2.93,9.69,12.88,12.19,6.94
25.42,9.95,11.04,32.24,50.31,39.73,10.89,55.1
14.47,3.73,8.97,16.41,43.38,6.58,4.36,6.51
27.89,16.18,9.66,35.76,36.92,32.06,22.21,31.24
27.54,12.44,4.83,34,40.61,31.23,21.34,25.6
17.65,7.47,17.94,5.28,25.38,6.03,27,14.75
8.47,11.2,14.49,13.48,5.08,20.82,32.66,39.48
26.83,13.69,3.45,38.1,34.61,18.36,6.97,13.01
2.12,4.98,2.07,2.93,6.46,5.21,3.48,3.47
2.82,9.95,4.14,5.86,4.62,5.21,3.05,2.6
10.59,1.24,2.76,2.34,28.15,8.77,5.23,6.07
13.42,8.71,11.04,9.38,24,8.77,8.27,6.51
26.48,16.18,8.97,21.69,46.15,17.26,11.76,17.35
35.3,21.15,42.1,19.93,55.85,25.21,60.97,22.56
19.06,16.18,35.2,28.14,21.69,20.28,42.68,11.28
10.24,23.64,28.3,7.03,12.92,6.58,19.6,5.21
5.3,33.6,18.63,10.55,9.69,7.67,7.84,6.07
14.47,17.42,26.22,10.55,13.85,17.54,13.94,11.71
8.83,7.47,9.66,6.45,12.92,8.77,6.97,7.81
41.31,1.24,11.04,49.24,79.85,35.07,9.58,33.84
29.65,4.98,5.52,37.51,18,24.66,10.45,13.45
13.77,34.84,51.07,15.24,14.31,12.06,47.04,9.11
14.47,21.15,42.79,14.07,24,9.04,24.82,6.51
3.53,12.44,8.28,0.59,2.31,4.38,8.27,2.6
7.77,3.73,4.83,11.14,9.69,7.4,1.74,4.34
10.24,7.47,8.97,9.38,12.46,10.14,4.79,2.17
6.35,8.71,6.21,8.79,2.77,4.93,3.92,9.98
7.06,6.22,6.21,1.76,1.85,6.85,6.1,3.9
13.42,8.71,2.07,15.83,18,12.6,8.27,5.64
8.47,18.67,9.66,8.21,20.77,10.96,7.84,5.21
12.71,8.71,7.59,9.38,12.46,18.63,11.32,4.77
21.54,22.4,22.77,28.14,58.15,26.85,33.53,5.64
40.25,8.71,22.77,32.82,44.31,37.54,9.58,26.9
40.6,6.22,14.49,45.13,54,31.23,19.16,28.2
18.71,12.44,15.87,25.2,24.92,26.85,26.13,42.51
32.83,21.15,20.01,21.1,19.85,19.18,40.5,14.75
26.12,24.89,32.44,31.65,33.23,29.59,37.89,39.04
28.6,4.98,6.21,23.45,64.61,33.97,9.58,10.85
