CMP,EryA,GMP,MEP,MPP
27.89,24.89,67.41,5.66,29.54
30.36,12.44,77.37,6.97,60.92
45.19,6.22,48.06,13.07,18.92
33.19,12.44,54.51,4.79,25.38
15.18,6.22,11.14,7.4,42.92
38.13,3.73,29.31,5.66,50.77
25.77,6.22,29.31,6.53,39.69
13.42,2.49,9.38,2.61,38.31
9.88,3.73,5.86,3.05,14.77
24.71,3.73,25.79,6.1,33.23
26.12,6.22,15.24,23.95,36.46
12.71,11.2,13.48,9.15,28.15
16.95,7.47,32.82,3.48,73.85
12,7.47,24.03,5.23,72
13.42,1.24,9.38,7.84,26.31
26.83,13.69,40.44,8.27,27.69
30.36,6.22,33.41,2.18,39.23
20.83,2.49,29.89,2.18,53.08
16.59,1.24,9.96,7.84,47.54
30.71,4.98,31.07,6.97,67.38
26.83,9.95,21.69,9.58,77.54
8.47,3.73,7.62,8.71,37.38
6,37.33,2.34,38.76,2.77
4.59,36.09,0.59,11.76,3.69
53.66,3.73,63.89,60.1,49.85
13.77,11.2,18.17,53.57,17.54
17.3,64.71,11.72,51.39,13.38
44.84,3.73,65.65,20.47,25.38
35.3,13.69,29.31,16.11,43.38
8.83,19.91,8.21,60.97,6.46
22.24,19.91,13.48,12.19,12.92
41.66,3.73,49.24,18.73,52.15
54.72,3.73,45.72,11.76,47.08
45.54,12.44,45.13,11.76,44.77
33.19,13.69,27.55,6.53,27.69
21.54,4.98,28.14,6.97,22.62
18.71,0,14.65,9.15,7.85
27.54,2.49,30.48,11.76,26.77
16.59,2.49,18.17,5.23,46.61
17.3,14.93,18.76,40.5,34.61
30.01,8.71,63.31,15.24,11.08
24.71,33.6,16.41,57.92,37.85
26.83,41.06,28.14,31.36,25.38
56.49,141.86,63.31,97.12,47.54
22.95,41.06,15.83,53.57,7.85
50.84,6.22,48.06,15.24,48.46
41.66,23.64,42.79,61.41,38.31
41.31,34.84,26.38,79.26,74.31
29.3,14.93,34,50.08,36.46
7.77,13.69,1.76,6.1,16.62
19.42,11.2,25.79,12.63,38.77
39.54,3.73,24.03,9.58,69.69
21.54,7.47,22.86,15.68,49.85
12,9.95,21.69,3.05,15.69
6,6.22,2.34,5.23,1.38
24.01,4.98,29.31,7.84,40.15
26.83,17.42,24.03,5.66,26.31
31.77,12.44,28.14,13.94,9.69
18,6.22,22.27,6.53,5.54
40.6,8.71,43.96,7.4,10.62
24.36,9.95,32.24,4.79,9.23
37.07,1.24,29.31,10.02,34.61
40.6,7.47,46.31,42.68,25.38
33.54,7.47,41.03,20.47,60
72.02,19.91,80.89,17.86,157.38
41.66,9.95,52.17,16.55,45.23
49.07,3.73,55.69,6.97,91.84
25.42,9.95,29.89,19.16,91.84
16.95,2.49,42.2,8.71,27.69
66.72,18.67,92.03,29.61,108.92
40.95,2.49,34.58,7.4,60.46
19.42,4.98,18.17,4.79,36.92
31.07,2.49,26.96,13.07,33.23
30.01,13.69,63.31,1.74,55.85
51.19,9.95,77.37,6.53,5.54
25.07,7.47,56.86,9.15,23.08
66.02,2.49,92.03,10.89,90
51.19,7.47,49.82,13.5,102.46
30.01,4.98,24.03,18.29,8.31
45.89,8.71,71.51,30.05,12.46
48.72,7.47,56.27,20.9,91.38
4.59,7.47,8.21,44.86,4.15
8.47,27.38,10.55,13.07,32.77
2.82,9.95,6.45,4.79,13.85
6.71,11.2,7.62,8.71,12.46
14.83,79.64,7.03,23.95,17.08
14.12,38.58,7.62,22.21,41.54
32.13,8.71,31.07,7.84,26.77
6.35,18.67,1.76,37.89,2.31
27.54,37.33,24.03,33.1,24.46
22.59,17.42,20.52,6.1,8.77
31.42,8.71,41.03,7.4,14.31
8.12,134.39,11.14,46.6,11.08
10.59,69.68,15.83,50.08,6.46
6.35,23.64,15.83,17.42,12.46
10.94,28.62,9.96,25.26,15.23
34.95,7.47,39.86,12.63,42
15.89,21.15,8.21,5.66,46.61
3.88,26.13,10.55,31.79,6
4.24,6.22,7.03,9.15,11.54
34.95,17.42,41.03,3.92,17.54
20.83,95.82,41.03,64.46,24.46
40.95,11.2,60.96,9.15,25.85
9.18,9.95,3.52,8.27,8.77
25.42,12.44,20.52,17.42,74.31
10.59,8.71,8.79,8.27,41.08
36.01,7.47,49.24,6.53,39.23
38.13,14.93,38.1,14.81,35.54
34.95,9.95,45.13,4.79,23.08
24.71,7.47,42.2,17.42,56.31
28.24,4.98,18.76,7.84,66
26.83,4.98,29.31,11.76,51.23
49.42,11.2,31.07,39.63,32.31
20.83,8.71,7.03,7.84,84.92
32.13,108.26,42.2,34.41,77.08
13.42,38.58,10.55,25.26,19.38
31.42,6.22,25.2,9.58,6
12.71,37.33,19.34,29.18,17.08
39.19,17.42,55.1,14.81,47.08
7.77,104.53,14.07,29.18,6
32.48,21.15,22.86,32.23,53.08
15.53,24.89,5.28,12.19,24
27.89,57.24,15.24,25.7,23.08
46.25,7.47,32.82,11.76,29.54
12,73.42,13.48,43.99,6.46
33.54,3.73,31.65,10.02,18
10.59,79.64,1.17,35.28,2.31
13.77,8.71,14.65,6.1,3.23
29.3,2.49,41.03,33.53,56.31
37.77,13.69,26.96,76.21,39.23
23.65,1.24,15.24,8.27,4.15
72.02,29.86,83.23,48.34,22.15
15.53,11.2,9.38,40.94,8.77
23.3,7.47,17,38.76,23.08
34.95,1.24,39.27,25.26,49.85
29.65,1.24,28.14,31.36,81.69
17.65,39.82,9.38,73.17,21.23
9.53,16.18,10.55,57.05,13.85
52.96,17.42,45.72,32.66,89.54
35.66,12.44,19.93,11.32,50.31
29.65,23.64,21.1,13.94,66.46
21.89,29.86,11.72,27.87,40.61
13.06,8.71,15.24,5.66,28.62
51.54,1.24,92.03,9.15,56.77
24.01,53.51,16.41,8.27,15.69
49.07,14.93,46.31,17.86,47.54
35.66,8.71,42.2,6.1,42.46
64.96,7.47,67.41,45.73,76.15
15.18,1.24,24.03,13.07,43.38
41.31,4.98,36.34,15.24,48
44.13,6.22,64.48,24.39,38.31
21.18,12.44,19.34,34.84,28.62
22.59,11.2,34,15.24,37.85
6,0,7.03,9.15,12.92
10.94,7.47,6.45,7.4,19.85
41.31,4.98,24.03,27.44,35.08
14.47,7.47,13.48,6.1,49.85
38.83,4.98,51,13.07,85.38
16.59,8.71,8.21,16.11,56.77
16.95,8.71,11.14,16.98,12.46
33.19,9.95,38.1,10.89,36
36.36,13.69,25.2,14.81,58.15
18.36,13.69,1.76,78.39,17.08
50.13,3.73,68.58,12.19,24.92
50.84,3.73,52.17,15.68,23.08
23.65,3.73,15.83,10.45,42.92
28.6,4.98,42.79,7.84,76.61
20.12,4.98,36.34,10.02,4.15
40.6,8.71,29.89,4.36,75.23
14.12,6.22,19.34,12.63,39.69
31.42,2.49,21.1,8.71,66
41.66,6.22,52.75,10.89,60.92
14.47,3.73,8.21,2.61,13.85
17.65,4.98,11.72,11.76,26.77
30.71,3.73,25.2,7.4,59.54
55.78,8.71,59.79,3.48,95.08
19.42,3.73,18.17,4.79,42
13.42,7.47,7.62,5.66,75.23
33.19,2.49,22.27,3.05,77.08
24.36,9.95,18.76,14.81,39.23
25.42,18.67,19.93,9.58,18.92
23.3,21.15,16.41,11.76,11.54
9.53,13.69,4.1,14.81,10.62
20.83,16.18,19.34,17.86,33.23
25.07,11.2,32.24,14.81,57.23
21.54,14.93,32.82,20.03,14.77
17.65,7.47,14.65,38.33,11.54
27.18,46.04,27.55,87.54,22.62
36.72,22.4,34.58,57.05,45.23
4.59,72.17,4.69,20.47,2.31
16.59,2.49,18.17,10.45,31.85
45.89,2.49,61.55,28.74,37.38
24.36,7.47,25.79,28.74,26.31
29.65,13.69,42.2,4.79,46.15
50.13,7.47,59.79,21.78,33.23
19.77,2.49,36.93,10.45,38.77
4.94,16.18,10.55,39.63,10.15
35.66,7.47,34,14.37,22.62
32.48,6.22,25.79,7.84,30
45.19,6.22,29.31,6.97,32.77
15.89,9.95,8.79,8.71,13.85
31.42,4.98,42.2,20.47,60.46
6,8.71,7.03,7.4,7.38
42.01,8.71,27.55,28.74,49.85
40.25,7.47,32.82,10.45,30.92
16.24,11.2,41.03,12.19,26.31
10.94,39.82,17.58,19.16,11.08
11.65,44.8,25.79,47.91,2.31
9.53,27.38,11.14,16.11,6.46
40.95,27.38,30.48,15.24,24.46
56.84,33.6,84.99,20.03,69.23
37.77,11.2,29.31,12.63,58.15
29.65,7.47,32.24,13.5,47.08
14.12,12.44,7.03,11.76,28.15
6,84.62,14.07,49.21,11.54
19.42,6.22,18.76,11.76,26.77
39.19,1.24,35.76,4.79,13.85
71.67,7.47,102.58,9.58,42
53.66,6.22,92.03,9.15,9.23
40.6,8.71,58.03,5.23,12
40.25,37.33,34,32.66,65.54
49.42,14.93,31.07,48.78,37.38
27.89,4.98,15.83,15.68,52.15
13.06,4.98,5.86,13.94,42.46
15.53,18.67,11.72,43.55,17.08
9.88,56,11.72,52.7,11.54
23.65,6.22,11.14,7.4,59.08
22.59,13.69,38.69,7.84,88.15
3.18,7.47,6.45,3.92,15.69
4.94,4.98,3.52,7.4,9.23
4.59,6.22,2.93,4.79,8.31
44.48,11.2,57.44,8.71,76.61
39.54,3.73,58.62,7.4,119.08
15.89,1.24,4.1,10.45,25.38
43.78,1.24,35.76,11.32,58.15
27.89,8.71,46.89,6.53,33.69
21.54,0,6.45,7.4,42
31.77,7.47,41.62,6.97,64.15
2.47,4.98,0.59,1.31,3.69
49.07,14.93,80.3,16.11,68.31
18,3.73,5.28,18.29,11.08
12,9.95,8.21,4.36,3.23
25.42,9.95,22.27,13.07,24
15.18,3.73,12.9,7.84,12
40.6,3.73,57.44,11.32,16.15
21.18,4.98,21.1,7.4,6.92
25.42,9.95,70.93,6.53,19.85
43.78,9.95,84.41,10.89,27.69
62.84,7.47,51.58,40.5,60.92
55.78,8.71,76.79,12.19,40.61
62.49,22.4,97.3,26.57,40.61
71.31,4.98,84.99,7.84,9.23
30.71,9.95,51.58,27,17.54
27.18,7.47,12.31,6.53,2.31
35.66,18.67,21.1,37.02,35.08
28.24,7.47,9.96,12.19,49.85
26.83,92.08,31.65,45.73,33.69
14.83,7.47,13.48,9.15,37.85
4.94,1.24,4.1,6.97,6.92
34.6,3.73,12.9,22.65,65.08
31.42,13.69,32.24,8.27,76.61
25.42,3.73,12.31,22.65,41.54
28.6,16.18,24.62,16.98,75.69
56.49,17.42,32.24,53.13,86.77
59.31,12.44,39.86,33.97,92.77
32.48,28.62,28.72,46.16,78.92
44.13,3.73,21.69,12.19,47.54
26.48,8.71,17.58,31.36,76.61
35.66,14.93,42.79,27.87,37.85
13.77,14.93,11.72,41.37,18
31.42,8.71,12.9,19.16,80.77
34.95,6.22,22.27,41.81,88.61
59.31,18.67,51,41.81,119.54
14.12,12.44,12.9,11.32,28.15
29.3,13.69,11.14,25.26,52.15
37.07,3.73,19.34,18.29,49.85
14.12,7.47,8.79,9.58,33.69
37.77,7.47,29.31,16.11,27.23
28.95,1.24,24.62,15.24,26.31
46.95,6.22,56.27,20.9,52.15
13.06,14.93,7.62,8.71,33.69
43.07,12.44,35.17,46.6,48
16.59,7.47,31.65,7.4,57.23
4.24,18.67,9.96,5.66,6.46
43.07,12.44,18.17,24.82,66.46
12.36,18.67,4.1,7.84,41.54
10.59,23.64,4.69,11.32,53.54
31.42,37.33,33.41,43.12,28.62
22.59,19.91,29.31,30.05,15.69
6.71,46.04,12.31,23.52,24.92
21.18,48.53,15.24,22.21,29.54
2.82,125.68,5.86,66.2,8.77
7.41,14.93,3.52,10.02,13.38
11.65,4.98,8.79,1.74,57.23
12.71,6.22,7.62,6.97,62.77
19.77,9.95,5.28,28.74,64.61
12.36,8.71,4.69,7.4,80.31
5.3,3.73,7.03,6.1,42.46
7.41,4.98,5.86,3.05,43.85
25.77,16.18,25.2,7.84,77.54
26.83,2.49,12.31,3.92,102.92
44.13,8.71,52.75,5.23,53.54
10.59,3.73,19.93,3.92,9.23
8.47,6.22,17.58,6.97,36.92
13.06,26.13,7.62,51.39,3.69
38.13,16.18,56.86,13.07,22.62
33.54,11.2,28.14,28.31,64.15
58.25,7.47,99.06,9.58,39.23
45.19,13.69,26.96,12.19,74.31
21.89,13.69,26.96,6.97,50.31
40.25,6.22,50.41,3.48,29.08
57.9,8.71,63.31,13.94,32.77
30.71,17.42,32.82,8.71,45.23
26.48,11.2,55.1,6.97,13.38
60.72,9.95,63.31,16.98,70.61
13.06,3.73,19.93,3.05,12
52.25,16.18,64.48,5.23,51.23
48.01,11.2,72.1,6.97,35.54
19.77,4.98,52.17,17.86,10.15
25.77,7.47,35.17,6.1,5.08
32.83,14.93,39.86,3.92,55.85
43.07,7.47,53.34,13.07,68.31
10.24,4.98,14.07,9.58,2.77
25.42,3.73,37.51,6.1,5.54
23.65,9.95,28.72,8.27,6
31.77,3.73,35.17,6.53,6
24.36,12.44,21.1,3.05,28.62
25.42,6.22,46.31,6.53,8.31
30.36,3.73,53.34,6.53,3.69
9.53,14.93,12.31,7.4,6
1.77,4.98,1.17,8.71,4.15
4.59,6.22,7.62,6.97,2.77
5.3,4.98,1.17,48.34,3.69
12.71,18.67,38.1,11.76,13.38
13.42,6.22,14.07,13.94,10.15
30.01,7.47,29.89,10.89,24.46
16.95,11.2,24.62,53.13,20.31
24.36,21.15,26.38,47.04,9.69
38.48,8.71,55.1,24.39,9.23
21.89,33.6,20.52,43.55,20.77
25.07,11.2,25.2,24.82,33.23
16.95,14.93,21.1,13.5,12
28.6,7.47,13.48,14.37,68.31
31.42,11.2,31.65,18.29,25.85
16.59,19.91,21.1,20.03,40.61
19.06,67.2,25.79,47.04,17.08
5.3,115.73,2.34,53.57,5.08
15.53,6.22,26.38,3.92,31.85
10.24,8.71,9.96,1.31,52.61
6,6.22,10.55,3.05,4.15
18.71,9.95,37.51,2.61,24.46
11.3,17.42,11.72,10.02,41.08
8.83,17.42,2.34,11.32,9.69
15.53,31.11,12.31,37.45,25.85
20.83,3.73,37.51,10.02,41.54
37.07,6.22,16.41,23.95,60.92
6.35,60.97,2.34,46.6,12
4.24,43.55,3.52,46.6,3.23
6.35,121.95,9.96,68.81,11.54
10.59,49.77,4.1,43.12,5.08
10.24,13.69,8.79,38.76,7.85
38.83,12.44,53.34,21.34,60
26.83,19.91,41.03,45.73,29.54
6.35,57.24,5.28,74.47,5.54
19.06,42.31,6.45,81.01,22.62
42.01,16.18,62.72,37.02,40.61
23.3,31.11,34.58,56.62,40.15
8.47,12.44,5.86,27,18
37.42,7.47,56.86,23.95,53.08
18.71,3.73,12.31,37.45,19.85
26.83,14.93,38.1,9.15,35.54
34.24,27.38,76.79,8.27,46.61
27.54,4.98,34,13.07,29.54
33.19,6.22,29.89,7.4,47.54
12.36,4.98,11.14,5.66,24
39.89,17.42,55.69,10.02,63.23
29.65,17.42,35.76,7.84,7.85
18.36,23.64,0.59,67.5,11.54
6,44.8,2.34,72.3,6.92
30.71,9.95,34,5.23,40.15
60.72,4.98,31.07,18.73,88.15
51.9,9.95,69.75,7.84,21.69
18.36,12.44,26.38,2.61,38.31
11.65,13.69,2.34,8.27,48.92
19.42,8.71,9.38,16.98,50.31
16.95,3.73,5.28,15.24,38.31
16.24,3.73,15.24,0.44,54.92
45.89,12.44,46.89,23.08,20.77
32.13,3.73,31.65,29.18,31.85
41.66,11.2,34,37.45,17.08
66.37,1.24,75.03,39.2,30.92
31.07,29.86,30.48,79.26,18
27.18,21.15,11.14,57.05,9.23
23.65,9.95,8.21,54.87,7.85
10.94,12.44,1.17,57.92,1.85
7.06,12.44,14.65,5.23,13.85
6.71,3.73,5.86,8.71,33.23
13.42,11.2,20.52,3.48,23.08
18.36,11.2,26.96,6.97,23.08
73.08,8.71,89.68,10.89,80.31
49.07,12.44,48.06,21.34,66.46
39.19,2.49,36.93,4.36,28.15
39.54,13.69,41.03,11.76,76.61
37.07,6.22,41.03,5.66,100.15
35.3,4.98,41.62,1.74,9.23
26.83,3.73,13.48,20.47,33.69
33.89,4.98,14.07,9.15,84.92
29.3,23.64,29.31,23.08,53.08
18,1.24,2.93,4.79,60.92
29.65,7.47,18.76,5.23,13.85
38.83,7.47,59.79,37.45,36.46
11.3,1.24,4.69,7.4,42
23.3,1.24,10.55,8.71,33.69
76.61,3.73,68.58,26.57,68.31
39.19,16.18,28.72,11.76,47.54
39.89,7.47,28.14,30.05,60
14.12,4.98,11.72,43.55,9.69
4.59,4.98,2.93,8.71,8.77
9.88,3.73,2.93,4.79,3.69
3.53,14.93,8.21,42.68,6.46
23.3,7.47,15.24,42.68,25.85
74.14,139.37,48.65,117.59,40.15
50.84,11.2,65.06,10.45,39.69
52.96,3.73,65.06,9.58,25.85
21.54,7.47,42.79,1.74,5.08
27.89,1.24,44.55,6.1,5.08
75.55,9.95,118.99,27.44,132.46
26.48,12.44,18.17,11.76,71.54
64.61,39.82,73.86,57.49,82.15
43.78,7.47,38.69,18.73,54
14.47,1.24,9.96,17.42,44.31
32.13,7.47,18.76,6.97,87.69
16.95,8.71,11.14,10.02,39.23
18.36,2.49,27.55,9.58,31.85
13.42,22.4,14.65,8.27,24.92
36.36,2.49,31.07,29.18,42
49.07,2.49,87.92,9.15,25.38
33.89,12.44,51,10.02,16.62
30.36,7.47,35.76,43.12,29.08
43.78,34.84,53.34,25.26,83.08
26.83,201.59,22.27,54,37.85
18.71,46.04,10.55,11.32,10.15
39.89,7.47,59.2,13.5,33.23
27.18,9.95,31.07,12.19,30.92
43.78,12.44,52.75,17.42,80.77
45.89,14.93,93.79,7.84,22.15
54.72,4.98,65.65,5.23,33.23
15.53,17.42,11.14,43.99,25.85
35.66,7.47,38.69,11.32,32.77
15.53,53.51,12.9,7.4,23.54
55.43,43.55,95.54,25.26,45.23
27.89,19.91,48.06,13.5,44.31
13.06,78.39,4.69,21.34,10.62
43.42,47.29,48.65,40.07,43.38
13.06,28.62,10.55,37.89,15.69
13.06,63.46,11.14,31.36,31.38
45.54,17.42,43.38,79.26,77.54
58.96,39.82,69.75,97.99,78.92
19.06,11.2,14.07,61.84,10.15
16.95,52.26,11.14,78.83,17.54
33.89,58.48,43.96,50.08,31.38
14.12,27.38,16.41,57.49,9.69
33.89,11.2,48.06,11.32,13.38
11.65,18.67,7.03,18.29,18.46
13.06,16.18,32.24,20.03,15.23
12.36,9.95,5.86,28.74,15.69
29.65,53.51,56.27,122.38,13.85
24.01,57.24,28.72,77.52,12
9.88,2.49,8.21,18.73,19.38
41.31,2.49,51,44.42,130.15
20.83,14.93,16.41,21.34,34.61
54.01,1.24,62.13,20.9,86.31
30.36,9.95,45.72,25.26,66
24.36,7.47,32.24,17.86,71.54
22.95,8.71,33.41,20.03,36.92
28.24,14.93,32.24,15.68,14.31
36.01,18.67,62.72,15.68,18.92
17.3,3.73,9.96,7.84,7.38
43.07,4.98,72.68,13.94,48.46
67.08,6.22,94.96,20.03,69.69
23.65,19.91,51,8.27,8.77
19.77,26.13,29.31,54,6.92
44.84,0,84.99,13.5,5.08
38.13,14.93,62.72,36.15,14.31
34.95,21.15,41.03,21.34,15.69
68.14,14.93,62.72,28.74,67.85
22.24,11.2,7.62,15.68,35.08
46.95,26.13,49.24,72.73,51.69
35.3,11.2,24.62,6.53,64.15
20.83,6.22,34.58,8.71,12.92
18.36,8.71,24.03,29.18,28.62
27.89,7.47,13.48,4.36,6.46
14.47,4.98,15.24,26.13,6.46
13.06,8.71,13.48,5.23,12.92
28.24,9.95,47.48,11.32,95.54
10.59,21.15,13.48,11.76,18.46
25.77,4.98,36.34,6.97,40.61
39.89,9.95,63.31,16.55,25.38
21.54,2.49,17,5.66,3.69
36.01,8.71,31.65,5.23,23.08
16.95,2.49,8.79,6.53,6
8.12,1.24,10.55,6.53,6
24.01,6.22,39.86,3.92,7.38
36.36,4.98,69.17,6.97,17.08
19.06,7.47,22.86,7.84,14.77
33.19,2.49,38.1,6.53,20.77
48.01,12.44,48.65,13.07,85.85
39.89,2.49,61.55,13.5,48.92
46.25,2.49,49.82,11.32,104.31
56.84,3.73,102.58,9.58,27.69
29.65,0,26.96,3.92,14.77
15.53,4.98,35.17,2.18,12
36.36,1.24,21.69,6.97,39.69
44.48,7.47,36.34,7.4,30.46
12.36,7.47,28.14,7.4,5.08
40.25,6.22,58.62,7.84,3.23
49.42,14.93,87.34,7.84,30
43.07,11.2,43.38,6.53,43.38
13.06,6.22,19.34,6.1,33.23
13.42,8.71,5.86,5.23,29.54
10.24,0,11.14,5.23,5.08
3.18,1.24,7.62,6.1,1.38
0.71,7.47,0.59,2.61,4.15
3.53,4.98,4.1,2.18,6.46
2.47,4.98,4.69,3.48,6
3.53,1.24,4.69,6.1,6.92
4.59,4.98,2.93,3.48,7.85
2.12,3.73,3.52,0.87,3.23
25.07,6.22,45.13,6.1,10.15
52.96,12.44,43.38,31.36,95.54
25.07,3.73,28.72,9.15,70.61
24.01,6.22,18.76,4.79,4.15
4.94,4.98,2.34,6.1,8.77
7.06,14.93,6.45,2.61,7.85
5.3,9.95,2.34,2.18,7.38
7.06,7.47,11.14,0.87,18.46
6.71,11.2,3.52,6.53,11.08
5.3,24.89,6.45,3.05,8.31
37.77,4.98,35.76,9.58,25.85
3.53,7.47,3.52,3.48,6.46
9.53,11.2,3.52,4.79,23.54
2.47,8.71,2.34,2.61,10.15
3.53,9.95,1.17,6.53,9.69
8.47,6.22,7.03,6.97,12
11.3,1.24,17,3.92,27.23
14.83,8.71,24.62,5.66,16.62
7.06,29.86,5.86,55.75,7.85
10.24,23.64,7.62,81.88,3.69
56.49,11.2,101.41,37.89,22.62
4.59,38.58,4.1,71.42,7.85
24.36,28.62,41.62,84.92,38.31
4.94,28.62,4.1,76.65,8.77
9.88,8.71,4.69,41.37,4.15
8.12,7.47,2.93,57.92,6.46
7.77,62.22,7.03,93.2,4.15
13.77,34.84,24.03,88.84,36.92
5.65,24.89,8.79,82.31,5.54
25.77,28.62,15.83,65.33,4.62
18.36,95.82,9.38,93.64,6
10.59,23.64,8.21,37.45,23.08
9.88,13.69,11.14,57.49,10.62
22.59,14.93,45.72,19.16,43.38
4.94,34.84,0,54,14.31
5.65,65.95,6.45,95.38,1.85
7.77,14.93,6.45,38.76,19.38
17.65,9.95,13.48,78.39,40.61
9.53,26.13,17,55.31,2.77
6.71,78.39,2.93,87.1,8.77
21.54,36.09,29.89,68.81,17.08
3.18,23.64,4.69,59.67,11.54
6.71,11.2,11.14,6.97,15.69
10.24,17.42,15.24,13.94,24.46
5.3,0,1.17,8.71,9.69
8.83,3.73,4.1,5.23,45.69
15.18,17.42,31.07,58.36,21.69
26.12,9.95,27.55,12.63,40.15
7.06,17.42,14.65,5.23,7.38
17.3,3.73,39.27,5.66,9.23
41.31,11.2,49.82,16.11,26.31
10.24,17.42,15.24,11.76,16.62
33.54,8.71,41.62,12.63,15.69
9.88,16.18,14.07,3.05,7.85
4.24,8.71,10.55,1.31,2.31
15.89,11.2,9.96,21.78,25.38
18.36,9.95,26.38,4.79,20.77
8.83,8.71,6.45,3.48,23.08
9.18,7.47,9.38,8.27,23.54
7.06,12.44,7.62,3.05,23.08
16.95,11.2,15.83,6.53,66.46
28.95,17.42,20.52,27,84.46
28.95,12.44,42.79,3.92,42.46
30.36,6.22,18.17,8.27,46.15
36.01,8.71,67.41,4.79,10.15
16.24,1.24,12.9,6.53,40.15
2.47,11.2,8.21,2.61,8.77
67.08,9.95,69.75,18.29,62.77
87.55,14.93,87.34,22.21,130.61
39.54,9.95,39.27,13.07,84.92
62.49,6.22,51.58,23.08,80.77
32.13,4.98,83.82,30.49,70.61
67.08,11.2,72.68,28.74,124.61
15.18,11.2,9.96,16.98,15.23
18.36,4.98,6.45,17.42,9.23
33.54,37.33,34.58,109.31,16.15
26.12,17.42,12.31,37.02,40.61
55.43,18.67,73.86,5.66,24.92
18.36,8.71,25.2,11.76,11.08
15.89,4.98,6.45,13.07,12.46
39.54,4.98,22.27,6.97,5.54
46.95,4.98,87.92,6.1,12
39.89,13.69,77.37,10.02,17.08
15.89,11.2,17.58,10.02,7.85
40.95,14.93,81.48,8.71,45.69
46.25,11.2,66.82,20.47,28.15
33.19,7.47,69.17,8.71,20.31
73.43,6.22,103.16,6.97,79.38
10.24,22.4,7.62,65.33,4.15
32.48,19.91,42.2,53.13,30.92
7.06,82.13,8.21,101.91,6
59.66,8.71,67.41,37.89,111.69
24.36,7.47,19.93,8.27,25.38
43.07,12.44,43.38,9.58,54.92
56.84,14.93,75.03,21.78,25.38
76.96,22.4,83.82,20.9,71.54
24.71,11.2,18.17,19.16,14.77
61.78,13.69,71.51,45.29,109.38
34.6,9.95,19.34,19.16,88.15
43.78,6.22,62.72,59.23,28.62
23.3,21.15,29.31,12.63,21.23
46.25,32.35,51.58,37.89,65.08
52.25,26.13,76.79,18.29,66
49.42,19.91,66.82,35.71,89.08
52.6,9.95,63.89,23.08,32.77
30.36,21.15,15.83,38.33,22.62
60.37,42.31,67.41,84.92,26.31
54.37,9.95,43.96,20.03,43.38
70.25,13.69,97.3,11.32,57.23
31.42,6.22,48.65,16.55,22.62
74.49,4.98,45.13,16.98,60
33.89,1.24,49.82,6.1,8.77
37.77,3.73,70.93,7.84,7.85
14.12,2.49,13.48,43.99,15.23
38.48,9.95,58.62,11.76,28.62
31.42,3.73,24.62,13.94,15.23
9.18,3.73,5.28,11.32,5.54
34.24,3.73,66.82,4.36,6.92
28.6,6.22,12.31,9.15,68.77
10.94,1.24,7.03,3.48,62.31
15.18,37.33,8.21,23.52,43.38
19.42,9.95,13.48,20.03,65.08
13.77,28.62,8.21,54.87,15.23
45.19,12.44,38.69,15.24,109.84
38.48,11.2,44.55,9.58,20.31
40.6,8.71,54.51,7.4,54
51.9,2.49,90.85,6.53,40.15
19.42,3.73,25.79,2.61,2.31
18.36,4.98,20.52,4.36,22.62
14.83,6.22,16.41,7.4,2.77
13.06,3.73,14.07,3.48,2.31
3.18,7.47,4.69,3.05,2.31
17.3,19.91,13.48,5.23,24
32.48,12.44,41.03,6.97,3.23
44.84,6.22,54.51,7.4,36.92
63.9,16.18,63.89,21.34,102.92
53.31,1.24,46.31,17.86,51.69
34.95,9.95,36.34,7.4,13.85
69.9,13.69,68.58,8.27,30.46
15.53,32.35,15.83,49.65,9.23
52.96,11.2,70.93,5.66,19.38
40.95,11.2,42.2,7.4,32.31
91.08,11.2,105.51,12.63,112.61
13.77,3.73,16.41,4.36,10.15
75.2,9.95,111.37,16.55,89.08
34.24,13.69,30.48,19.6,27.69
40.6,6.22,35.76,7.84,38.77
67.43,128.17,109.03,60.54,79.38
37.42,18.67,33.41,10.89,29.54
37.07,13.69,25.2,16.98,51.23
14.47,13.69,5.28,2.61,22.15
81.9,14.93,100.23,13.94,68.77
54.72,7.47,70.34,8.71,60.92
37.07,2.49,56.27,13.5,84.92
46.25,0,103.75,9.58,42.92
13.77,11.2,11.72,7.4,14.77
36.01,7.47,34,24.82,26.77
39.89,2.49,62.72,19.16,30
33.89,27.38,31.65,54.44,30.46
7.06,8.71,3.52,13.94,9.69
11.3,23.64,16.41,68.81,3.23
51.9,9.95,74.44,37.89,51.23
75.9,1.24,99.65,13.94,43.85
36.72,8.71,38.1,13.5,43.85
71.67,8.71,73.86,19.6,73.85
49.07,12.44,64.48,7.4,52.61
48.37,24.89,78.55,30.49,6.92
34.6,6.22,45.72,9.15,18.92
60.72,33.6,63.89,54.87,58.15
56.84,14.93,87.34,25.26,6.46
33.19,28.62,21.69,68.38,19.38
29.65,24.89,29.31,51.83,13.38
14.83,93.33,14.07,60.97,14.77
39.89,67.2,21.1,56.62,41.08
42.36,36.09,61.55,50.08,12
18,12.44,23.45,5.66,74.77
8.83,6.22,9.96,5.23,12
19.42,9.95,22.86,33.1,31.85
40.6,7.47,34,9.15,50.31
8.12,3.73,12.31,3.92,7.85
46.95,9.95,30.48,10.45,63.23
