CMP,EryA,GMP,MEP,MPP
12.71,19.91,12.31,43.99,6
13.06,39.82,11.14,86.67,9.23
67.08,17.42,89.68,43.55,44.77
30.71,4.98,22.27,14.81,39.69
17.65,31.11,17,59.67,9.69
21.89,16.18,9.38,50.08,8.77
4.94,59.73,1.76,79.26,5.08
12.36,95.82,5.28,72.73,3.69
57.9,7.47,41.03,35.71,60.46
3.88,47.29,0.59,60.97,2.31
10.59,43.55,8.79,54.87,3.23
12.36,124.44,4.1,76.21,8.77
21.54,100.79,8.21,56.18,18.92
9.18,34.84,8.79,39.2,4.15
18.71,7.47,17.58,12.63,33.69
30.01,8.71,9.38,8.27,29.08
8.47,16.18,2.34,73.17,8.77
20.48,6.22,8.79,10.89,21.69
5.3,22.4,5.86,59.67,4.62
8.12,13.69,3.52,63.58,2.77
13.06,13.69,8.21,6.1,38.31
31.77,7.47,32.24,13.94,60.46
33.89,47.29,43.38,69.68,75.23
10.94,9.95,12.31,23.95,15.69
26.48,8.71,22.86,20.47,39.23
38.13,9.95,21.1,20.03,48.46
30.36,33.6,21.1,66.2,44.77
21.18,36.09,14.07,48.78,23.08
8.12,83.37,7.62,64.46,4.62
4.24,26.13,3.52,48.34,4.62
13.42,16.18,9.96,40.94,11.54
36.36,23.64,21.69,59.67,29.54
13.77,41.06,4.1,16.55,6.92
13.06,43.55,11.72,12.63,10.15
46.6,102.04,65.65,81.44,30.92
12,9.95,3.52,13.5,24.46
12.71,7.47,9.38,13.5,30
17.65,11.2,11.14,11.32,61.85
18.36,9.95,33.41,6.97,42
33.19,14.93,34,38.76,51.23
26.48,13.69,18.17,10.45,34.15
37.77,53.51,43.38,65.76,82.15
11.3,83.37,7.62,45.29,8.77
16.95,29.86,18.17,38.76,28.15
16.59,24.89,12.9,31.36,18.92
9.88,154.3,5.86,47.91,3.23
6,48.53,4.1,12.19,2.31
54.37,214.03,70.93,100.6,58.61
59.31,94.57,94.37,56.18,67.85
14.12,65.95,17.58,36.15,8.77
7.41,54.75,8.21,22.65,4.15
18.36,37.33,17.58,22.21,6
10.94,92.08,5.86,66.63,6
30.71,34.84,16.41,47.04,36.46
14.12,44.8,12.9,33.97,10.62
6,43.55,12.31,37.02,4.15
7.41,53.51,4.1,18.29,8.77
7.06,59.73,2.34,17.42,4.15
3.88,44.8,0.59,23.95,8.31
14.12,59.73,9.96,34.84,16.62
18.71,53.51,25.79,23.08,17.54
4.94,68.44,7.62,31.36,6.92
6,47.29,5.28,16.98,9.23
15.89,41.06,32.24,12.63,6.46
10.24,7.47,9.96,3.48,6
11.3,2.49,11.72,6.1,9.23
13.06,11.2,8.21,46.6,12.46
42.36,3.73,39.27,9.58,41.54
8.83,3.73,18.17,12.19,14.31
17.3,4.98,10.55,3.48,12
20.48,6.22,13.48,6.1,7.85
8.83,2.49,4.69,3.92,9.23
16.24,19.91,17,47.47,10.15
6.71,0,1.76,2.61,37.38
4.24,16.18,0,3.05,8.77
10.24,13.69,11.14,3.92,34.15
12.36,14.93,6.45,9.15,44.31
13.42,8.71,13.48,6.1,49.38
20.83,4.98,15.24,7.84,62.77
15.18,3.73,8.21,3.48,122.31
37.42,7.47,35.76,9.58,42.46
34.6,11.2,38.69,1.31,24.46
4.94,6.22,5.86,40.5,2.31
8.47,19.91,0.59,43.99,11.08
32.83,9.95,52.75,11.32,58.61
21.18,9.95,17.58,8.27,48.92
32.83,1.24,19.34,10.45,55.85
22.95,8.71,17.58,4.36,54.92
36.01,8.71,16.41,6.97,35.54
27.89,13.69,29.31,7.4,45.23
27.18,4.98,45.13,2.18,10.62
32.13,4.98,16.41,13.5,49.85
16.59,11.2,11.14,13.94,28.62
51.19,7.47,38.69,40.07,96.46
49.07,11.2,48.06,36.58,86.77
49.78,24.89,59.2,39.63,141.23
20.48,11.2,14.65,11.76,31.85
24.01,3.73,24.03,9.15,68.31
31.07,6.22,28.14,16.98,68.77
9.53,9.95,8.21,6.53,18
10.59,4.98,7.62,9.15,25.38
27.54,17.42,42.2,9.15,69.23
12.36,3.73,3.52,10.02,18
36.01,2.49,28.72,6.53,50.31
12,12.44,8.21,7.84,42.46
7.06,69.68,5.86,59.23,3.23
7.06,32.35,4.1,48.78,43.85
26.48,8.71,12.31,15.68,120
12.71,8.71,5.28,13.94,39.23
36.72,6.22,45.13,14.37,66.92
42.01,28.62,42.79,73.6,43.38
32.48,6.22,43.38,27.87,78
7.06,3.73,5.86,4.79,7.38
28.6,32.35,24.03,57.49,37.38
12.71,11.2,38.69,6.1,5.08
3.88,6.22,2.93,5.23,9.23
17.65,13.69,9.96,9.58,39.23
15.53,9.95,11.14,14.81,17.08
12,13.69,13.48,40.07,21.69
32.48,2.49,23.45,16.55,36
16.24,9.95,10.55,3.92,14.31
56.84,4.98,70.93,15.68,28.62
62.84,8.71,82.06,78.39,71.54
46.95,9.95,56.86,15.24,27.69
71.67,8.71,87.92,24.82,79.85
42.01,11.2,52.75,26.13,12.92
18.71,11.2,22.27,28.31,14.77
30.01,24.89,25.79,64.02,32.77
34.95,2.49,35.17,17.86,28.62
20.12,46.04,19.34,87.54,18.46
45.19,14.93,49.24,64.02,12
46.95,21.15,53.34,23.95,6.46
17.3,84.62,8.79,86.23,12.46
16.95,38.58,20.52,41.37,4.62
59.31,19.91,75.61,61.41,42.92
29.3,7.47,35.17,20.9,20.31
28.24,72.17,22.86,60.54,32.31
59.66,28.62,63.89,45.29,38.31
42.01,13.69,48.65,16.98,21.69
38.48,18.67,26.96,33.97,53.54
52.6,11.2,86.75,33.53,79.38
18.71,18.67,14.07,44.42,35.08
19.06,27.38,15.83,80.57,9.23
21.18,38.58,31.07,47.04,29.54
46.25,48.53,63.89,34.84,40.15
62.49,14.93,86.17,42.68,59.08
28.95,17.42,42.2,37.89,27.23
34.6,7.47,24.62,37.02,21.69
32.13,41.06,28.72,46.16,41.54
37.42,16.18,19.93,20.03,47.54
27.89,18.67,23.45,45.29,20.31
40.6,23.64,19.93,62.71,82.61
9.53,3.73,5.28,8.27,18.46
8.12,7.47,6.45,11.76,5.54
5.3,19.91,2.34,2.61,10.15
6.35,6.22,4.1,10.02,5.54
21.54,8.71,11.14,7.4,56.77
30.01,11.2,20.52,13.5,108
9.88,6.22,4.1,6.97,15.69
4.94,11.2,4.1,4.36,4.15
7.06,7.47,3.52,6.97,12.92
1.77,6.22,6.45,1.31,4.62
2.47,4.98,1.17,5.66,2.77
3.18,8.71,2.34,2.61,4.15
6.71,18.67,7.03,1.74,13.85
13.42,17.42,12.31,2.18,6.46
2.47,3.73,5.28,6.1,12.46
2.47,1.24,3.52,4.36,5.54
7.41,16.18,2.93,2.61,1.85
1.41,12.44,4.1,4.79,2.31
8.12,13.69,9.38,3.05,3.69
7.41,7.47,9.38,3.05,11.54
9.88,14.93,18.76,10.02,23.54
4.24,11.2,1.17,1.31,10.15
2.47,19.91,1.76,3.92,8.77
6,14.93,2.93,1.74,6
2.82,9.95,2.34,0.87,6.92
3.88,8.71,4.1,6.53,2.31
6.35,11.2,0,2.61,8.77
1.77,1.24,5.28,5.66,2.31
1.77,4.98,1.17,1.74,1.38
4.24,6.22,3.52,1.74,1.38
3.88,18.67,1.17,3.48,3.23
1.41,17.42,1.76,5.66,0.92
3.53,12.44,1.17,1.31,6
2.12,6.22,2.93,2.18,1.38
1.41,6.22,5.86,5.66,2.31
4.24,22.4,1.76,2.18,1.85
4.59,9.95,1.76,2.61,0.46
2.12,9.95,3.52,3.48,1.38
2.82,6.22,1.17,0.87,2.77
2.12,6.22,4.69,3.92,0
0.71,16.18,2.34,2.61,0.46
2.47,2.49,2.34,6.97,6.46
2.47,12.44,2.93,1.31,1.38
3.53,2.49,0,1.74,0.92
1.77,16.18,0,1.74,2.31
4.94,3.73,1.17,2.61,2.77
0.35,11.2,1.17,1.74,1.38
4.24,1.24,0,5.23,0.92
2.47,2.49,3.52,2.61,4.62
2.12,6.22,3.52,5.66,4.15
6,13.69,2.93,7.4,1.38
6,12.44,1.76,2.61,0.92
1.77,4.98,2.34,5.66,1.85
3.53,9.95,0,3.92,1.85
5.65,12.44,2.93,0.87,1.38
3.88,24.89,2.34,1.31,2.77
2.12,8.71,2.93,5.23,0
3.18,14.93,1.17,4.79,3.23
3.18,9.95,2.93,3.48,6.46
3.18,11.2,0.59,6.97,10.62
5.3,11.2,5.28,4.79,9.69
1.77,4.98,2.93,5.23,4.62
2.82,9.95,8.21,2.61,2.31
8.47,16.18,1.17,6.97,42.46
6.35,47.29,5.86,40.5,15.23
1.77,12.44,8.21,8.27,5.08
6,7.47,5.86,19.6,3.23
11.3,13.69,26.96,6.53,16.62
6.71,9.95,11.14,17.86,11.54
31.77,4.98,33.41,16.55,23.54
81.55,62.22,92.61,73.17,24.92
57.9,39.82,56.27,76.21,42.92
20.48,14.93,19.93,16.11,40.15
8.47,49.77,8.21,67.07,12
44.48,11.2,48.06,21.34,39.23
14.83,14.93,19.34,15.24,15.69
22.95,14.93,17,20.47,37.85
8.83,2.49,9.38,16.11,19.85
29.65,4.98,14.65,7.4,38.77
28.24,16.18,17.58,47.04,18.46
41.31,19.91,52.17,34.41,54.92
61.43,39.82,35.76,36.58,89.08
29.3,4.98,29.31,11.32,26.31
29.65,8.71,32.82,14.81,61.38
30.71,7.47,55.1,3.92,51.69
16.24,19.91,8.79,19.16,16.15
6.35,57.24,11.72,33.97,3.69
9.88,13.69,22.86,17.42,11.08
28.95,29.86,18.76,41.37,36.46
12,31.11,2.93,77.52,2.77
22.59,6.22,41.03,6.53,35.08
24.36,4.98,19.34,61.84,16.62
14.12,1.24,5.28,10.89,18.92
55.07,1.24,56.86,13.5,50.31
45.19,7.47,50.41,7.4,49.85
61.08,4.98,66.24,13.5,35.08
19.06,11.2,10.55,37.02,7.85
51.9,6.22,99.06,21.78,85.38
37.42,1.24,36.93,6.97,41.54
18.36,9.95,18.17,4.36,28.62
9.18,43.55,11.72,49.21,9.69
15.18,23.64,15.24,48.34,6.46
14.47,7.47,0,9.58,61.85
10.94,8.71,12.31,8.27,12.46
33.54,8.71,58.03,6.53,4.15
7.77,12.44,0.59,4.36,7.85
37.42,0,63.31,6.97,43.38
7.41,3.73,12.9,7.4,5.54
58.25,14.93,45.72,47.04,63.69
28.95,1.24,24.62,20.9,36.92
15.18,8.71,17.58,35.71,16.15
13.77,3.73,14.65,5.23,43.38
30.71,12.44,16.41,23.95,32.31
24.71,11.2,25.2,20.47,34.61
17.3,11.2,19.93,23.95,19.38
30.71,65.95,23.45,62.28,40.15
51.9,22.4,79.13,53.13,77.08
27.18,7.47,28.72,5.66,73.38
35.3,13.69,49.24,28.31,44.31
19.06,11.2,41.62,8.27,6
45.89,2.49,53.93,15.24,45.23
50.48,11.2,22.27,16.11,69.23
28.24,3.73,15.83,23.52,41.08
35.66,4.98,28.14,29.61,44.77
28.24,72.17,5.28,30.92,11.08
32.48,21.15,15.24,25.26,55.38
19.77,33.6,7.62,33.53,14.77
49.42,1.24,38.1,7.84,41.54
23.65,13.69,1.17,65.33,24
21.54,16.18,10.55,7.84,3.69
15.89,24.89,22.27,47.04,16.15
46.25,26.13,80.89,25.7,45.69
25.42,13.69,15.83,26.13,23.54
18.36,7.47,13.48,42.24,18
21.54,52.26,12.31,92.76,9.23
30.01,39.82,34.58,60.97,7.85
21.54,36.09,25.2,24.82,18
20.48,23.64,18.17,39.2,19.85
44.13,14.93,56.27,14.37,67.85
8.47,21.15,2.93,37.89,4.15
5.65,39.82,2.93,68.81,6.46
18,18.67,9.96,69.68,9.23
29.3,16.18,35.76,54,25.85
27.54,13.69,26.96,30.05,51.23
20.12,18.67,8.21,70.55,5.54
27.54,0,18.76,16.11,82.15
13.06,42.31,7.62,44.42,14.31
21.18,7.47,22.27,12.19,14.77
22.24,8.71,32.24,8.71,5.08
5.3,4.98,3.52,57.92,3.69
3.53,8.71,10.55,50.08,1.85
51.54,4.98,62.72,21.34,15.23
40.25,2.49,48.65,21.34,18
35.66,2.49,48.06,4.79,7.38
40.25,7.47,39.86,20.47,19.85
58.6,11.2,72.68,10.89,23.08
29.3,14.93,24.62,17.42,55.85
17.3,6.22,15.83,3.92,49.85
20.12,1.24,14.07,8.27,43.85
25.77,2.49,27.55,11.32,40.61
24.71,2.49,25.2,6.97,41.08
14.47,4.98,14.07,10.02,58.61
21.54,11.2,34,15.68,26.77
8.83,8.71,11.14,41.37,7.85
33.19,16.18,30.48,25.7,55.85
47.66,11.2,45.13,21.78,64.61
19.42,38.58,19.93,18.73,19.85
35.3,11.2,26.38,35.71,39.69
20.12,8.71,40.44,16.55,8.31
31.07,9.95,63.89,7.84,11.08
24.01,1.24,43.96,4.36,11.08
18,11.2,41.62,2.61,34.15
27.54,12.44,39.86,6.97,25.38
18.71,1.24,30.48,5.23,18
13.77,3.73,17,1.74,4.62
18.71,2.49,34,8.27,17.54
7.06,7.47,9.96,5.23,5.08
26.83,7.47,27.55,3.48,67.85
31.07,1.24,42.79,3.48,48.92
32.48,8.71,49.24,8.27,35.54
72.37,2.49,57.44,13.94,138
50.48,6.22,45.13,26.57,56.77
26.83,11.2,21.69,19.16,41.54
10.24,12.44,13.48,8.71,40.61
62.84,9.95,73.86,11.32,67.38
15.18,1.24,15.83,5.23,66.46
15.89,1.24,22.27,1.31,55.85
33.54,3.73,42.79,10.89,61.38
55.07,8.71,65.06,6.1,72
20.83,6.22,30.48,3.48,21.69
21.54,14.93,36.34,10.89,1.85
21.54,0,24.03,8.27,29.08
28.95,22.4,28.14,31.36,35.54
41.31,8.71,42.79,7.84,23.54
60.37,12.44,90.85,24.82,21.69
15.18,2.49,15.83,3.05,6
17.3,0,16.41,10.45,24.92
42.01,1.24,42.2,19.16,20.31
52.96,9.95,69.75,23.95,18
62.84,4.98,86.75,11.76,40.15
51.54,1.24,52.17,7.4,13.38
44.84,4.98,40.44,5.23,9.69
24.71,7.47,29.31,9.15,9.69
39.89,7.47,31.65,7.4,13.85
22.24,3.73,25.2,7.4,19.85
67.78,7.47,72.68,84.05,99.23
30.71,3.73,29.89,13.5,28.62
38.83,12.44,39.27,23.08,50.77
3.88,2.49,10.55,7.4,16.15
28.6,7.47,49.82,51.39,16.15
38.13,8.71,31.07,10.45,56.31
31.77,9.95,25.79,7.4,13.38
38.13,17.42,25.79,37.45,13.38
55.78,8.71,72.1,16.11,33.69
27.54,3.73,35.76,13.94,19.38
42.72,13.69,63.89,32.66,11.54
5.65,17.42,15.83,10.02,6
7.41,57.24,11.72,28.31,17.08
16.24,19.91,5.28,23.95,2.31
7.77,39.82,7.03,30.05,13.85
37.07,18.67,26.38,16.11,22.62
30.01,18.67,31.07,44.86,26.31
60.02,29.86,53.34,59.23,39.23
34.6,14.93,32.82,31.79,63.69
28.6,11.2,22.27,13.07,37.38
14.83,23.64,7.62,38.76,9.23
40.25,3.73,70.34,6.97,36.46
9.88,3.73,5.86,5.66,73.38
34.95,3.73,39.86,4.79,53.54
33.89,6.22,22.27,10.89,31.38
37.77,7.47,41.62,21.78,56.77
19.42,1.24,14.07,8.27,39.23
26.83,0,21.69,10.02,62.31
3.88,4.98,6.45,7.4,8.31
20.48,6.22,19.34,18.73,43.85
13.06,6.22,7.62,18.73,14.77
20.12,13.69,24.03,4.79,17.08
15.53,17.42,14.65,21.34,22.62
11.65,16.18,9.38,9.58,6.92
7.06,8.71,15.83,6.97,8.77
40.6,4.98,51,6.97,8.77
20.48,2.49,25.79,3.05,36.92
51.19,3.73,51.58,17.42,54.46
13.06,22.4,1.17,60.97,0.92
5.3,57.24,2.93,28.31,0.46
14.47,33.6,22.86,58.36,9.23
29.3,1.24,9.38,8.27,40.15
5.3,12.44,7.62,63.58,3.23
37.77,4.98,44.55,44.86,58.61
45.19,6.22,38.1,5.66,53.54
52.96,3.73,78.55,21.78,78.46
51.9,3.73,38.1,29.61,54.92
45.19,0,47.48,15.24,62.77
46.6,7.47,78.55,15.68,68.77
61.08,7.47,45.72,15.24,107.54
30.71,2.49,21.1,18.29,57.23
5.65,1.24,5.28,6.53,2.77
32.83,11.2,29.89,11.76,59.08
8.83,6.22,4.1,14.37,27.23
7.41,2.49,6.45,14.81,8.31
12.71,4.98,9.96,22.65,18.92
28.24,8.71,25.2,49.21,25.38
14.47,14.93,7.03,36.58,20.31
6.71,8.71,6.45,11.32,3.23
13.06,9.95,14.65,2.18,5.08
27.18,19.91,26.38,11.76,35.54
36.36,1.24,54.51,3.05,26.77
26.83,4.98,32.24,5.23,23.54
44.48,13.69,48.65,41.81,23.08
14.47,13.69,4.69,66.63,10.15
37.07,38.58,36.93,71.42,47.08
24.01,19.91,18.17,23.95,17.08
30.01,2.49,39.86,20.9,11.08
27.54,8.71,32.82,24.39,5.54
4.59,1.24,3.52,12.19,5.08
6,12.44,7.03,11.76,7.85
23.65,12.44,12.31,8.71,37.38
49.07,18.67,40.44,14.81,38.77
28.24,7.47,21.69,9.15,10.15
20.48,22.4,20.52,48.34,17.54
24.01,17.42,49.82,35.71,21.23
3.18,12.44,0.59,57.92,1.38
25.42,21.15,20.52,39.63,13.38
50.48,11.2,31.65,14.37,4.15
9.53,53.51,2.34,99.73,3.23
22.95,4.98,10.55,33.1,2.31
30.36,3.73,37.51,3.48,33.69
28.95,2.49,38.1,5.66,1.85
40.6,8.71,40.44,9.15,29.54
21.18,18.67,32.24,45.73,33.69
42.36,16.18,76.2,8.27,14.77
44.48,14.93,45.13,22.21,58.61
60.72,12.44,49.82,43.12,66.46
52.25,18.67,36.34,45.73,21.69
26.48,13.69,22.27,56.62,28.15
13.42,46.04,13.48,18.73,16.15
16.24,34.84,23.45,9.58,28.62
38.83,17.42,41.62,24.82,44.77
44.13,11.2,56.86,8.71,31.85
36.01,6.22,32.24,30.49,52.61
30.71,2.49,35.17,6.97,14.31
22.95,8.71,31.65,13.5,27.23
39.54,7.47,55.1,7.4,44.31
8.83,16.18,5.86,29.18,2.31
11.3,13.69,8.21,10.02,3.69
7.77,12.44,11.14,6.53,12
22.95,21.15,43.38,21.78,25.38
6,8.71,9.38,5.66,5.54
20.12,19.91,33.41,36.58,11.08
41.66,1.24,22.86,42.24,50.31
25.42,8.71,23.45,10.89,33.69
32.48,107.01,53.93,89.72,57.23
10.24,12.44,2.93,16.98,13.85
9.88,3.73,4.1,13.07,16.62
26.83,17.42,22.86,37.02,38.31
10.94,65.95,10.55,94.07,3.69
8.12,36.09,6.45,69.25,6
11.3,8.71,13.48,23.52,10.15
7.77,21.15,3.52,41.37,1.38
11.65,13.69,14.07,69.25,10.15
6.35,6.22,5.28,56.18,4.62
29.65,13.69,15.83,12.63,69.23
8.12,9.95,1.76,10.45,15.23
34.24,4.98,28.72,29.61,60.92
8.83,9.95,15.83,44.42,22.15
30.01,11.2,37.51,6.97,8.31
73.43,2.49,58.03,50.08,20.77
38.83,21.15,43.38,50.52,28.15
33.54,16.18,28.14,53.57,70.15
6,8.71,3.52,39.63,5.08
42.36,16.18,36.93,71.42,6.46
6,53.51,2.34,68.38,7.38
25.42,22.4,26.38,21.78,72
16.59,9.95,43.96,13.5,28.62
22.24,3.73,22.27,5.23,28.62
6.35,21.15,2.34,41.81,3.23
13.06,6.22,9.96,7.84,33.69
19.42,9.95,7.03,5.23,32.31
48.37,63.46,56.27,81.01,45.69
61.08,3.73,57.44,16.98,78.92
43.07,7.47,58.62,11.76,65.54
39.54,1.24,26.96,17.42,60.92
55.78,9.95,56.86,18.73,98.77
17.3,6.22,11.72,37.89,20.77
25.42,11.2,43.96,13.07,37.38
70.96,8.71,68.58,28.31,74.77
4.59,11.2,5.86,4.36,22.62
35.66,17.42,29.31,6.97,49.85
24.01,27.38,24.62,22.21,20.77
31.42,17.42,42.2,26.13,23.54
28.24,16.18,32.24,7.4,39.69
31.42,18.67,31.65,49.21,59.54
20.83,100.79,32.82,83.18,1.85
45.54,12.44,46.31,25.7,76.15
56.49,6.22,47.48,22.65,78
5.3,97.06,5.28,70.12,9.23
34.6,29.86,21.69,46.6,39.23
45.89,28.62,45.72,48.78,52.61
42.36,28.62,37.51,40.07,34.61
56.84,16.18,43.96,32.23,45.23
21.54,12.44,12.31,37.45,31.38
5.65,2.49,7.62,11.76,4.62
28.95,6.22,23.45,11.76,9.23
22.24,3.73,16.41,4.79,7.85
9.53,14.93,12.31,6.53,9.23
32.83,4.98,31.07,20.03,34.61
91.08,22.4,118.99,91.02,62.31
21.18,22.4,19.34,59.67,12.92
41.31,9.95,46.89,15.68,18.46
27.18,14.93,34.58,23.08,12.92
27.89,19.91,39.86,14.37,25.38
48.01,6.22,47.48,25.7,51.23
33.89,8.71,39.27,17.86,18.46
60.37,17.42,68.58,12.19,54
57.9,27.38,80.89,90.15,25.85
50.48,14.93,50.41,52.26,9.23
89.32,0,111.96,30.05,52.61
28.6,2.49,39.27,36.15,21.23
49.42,16.18,74.44,27,26.31
40.25,2.49,43.96,22.65,32.77
50.48,2.49,103.75,14.37,15.69
41.66,7.47,39.86,11.32,34.61
42.01,4.98,56.27,21.34,59.54
37.77,1.24,39.86,28.31,16.15
45.89,3.73,52.17,15.68,39.23
9.53,6.22,5.28,49.65,3.69
10.59,3.73,8.79,69.25,1.85
18.71,2.49,18.17,45.73,19.38
8.83,12.44,15.83,68.38,4.15
9.18,19.91,15.83,63.58,0.46
35.3,23.64,33.41,81.01,1.38
30.71,13.69,26.38,44.86,18.92
28.95,6.22,20.52,14.81,13.85
3.53,34.84,10.55,70.55,8.77
54.72,22.4,56.86,45.29,59.08
20.83,7.47,10.55,16.98,40.15
7.06,18.67,4.69,66.63,5.08
8.47,17.42,2.34,60.54,8.77
24.01,9.95,14.07,8.27,15.69
38.48,6.22,47.48,30.05,10.15
65.31,13.69,73.27,46.6,66
46.6,1.24,37.51,10.02,26.31
22.95,2.49,9.96,7.84,40.15
51.9,3.73,51,17.86,32.77
40.6,3.73,48.06,28.31,48
14.83,34.84,19.93,76.21,16.15
18,13.69,17,57.92,10.62
13.06,74.66,4.69,70.99,18
12.36,23.64,18.76,72.3,14.77
6.71,21.15,5.28,70.99,6.92
9.88,36.09,9.38,69.25,5.54
30.71,75.91,20.52,51.83,52.61
10.59,39.82,6.45,21.78,6.92
8.83,22.4,4.69,15.24,6
8.12,175.45,12.31,28.31,11.54
4.59,29.86,6.45,13.07,7.85
6.71,27.38,1.17,46.16,5.08
25.07,12.44,13.48,18.29,33.23
2.12,19.91,1.17,8.27,4.62
10.59,53.51,10.55,39.63,5.08
10.94,64.71,10.55,33.1,10.15
17.3,27.38,5.28,24.39,3.69
37.07,62.22,27.55,43.12,25.38
14.12,32.35,2.93,77.52,11.54
34.95,33.6,36.34,30.49,50.31
8.47,78.39,7.03,30.05,11.08
9.18,49.77,6.45,18.73,13.85
20.12,69.68,21.1,60.54,24
15.89,123.19,13.48,101.47,17.08
45.54,13.69,49.24,19.16,53.54
30.71,31.11,44.55,15.24,25.85
16.24,19.91,15.24,67.94,0.92
54.01,72.17,51,74.47,33.23
20.12,2.49,46.89,1.74,0.92
27.89,49.77,26.38,41.37,24.92
51.9,6.22,49.24,12.63,50.31
34.95,1.24,31.65,6.1,76.61
33.89,11.2,16.41,16.11,40.61
6.71,34.84,1.76,52.7,5.54
11.3,2.49,4.69,10.89,13.85
41.31,7.47,39.86,10.45,48.46
28.6,6.22,46.31,4.79,18
9.53,21.15,13.48,3.92,24.46
36.01,4.98,60.96,29.61,56.31
21.89,4.98,18.76,4.79,50.77
22.24,4.98,62.13,6.97,13.85
12.71,6.22,8.79,5.66,10.62
20.48,11.2,25.2,5.23,14.77
9.53,8.71,6.45,53.13,2.77
32.13,14.93,39.86,78.39,24.92
52.25,8.71,49.24,18.29,55.38
14.47,48.53,6.45,90.59,22.62
39.89,3.73,63.31,18.73,55.85
19.77,6.22,29.89,13.07,29.54
6.71,11.2,8.79,5.23,3.23
14.12,14.93,1.76,50.52,4.62
24.01,8.71,15.83,8.71,4.62
21.54,6.22,11.72,5.23,3.23
10.94,2.49,24.62,4.79,37.38
9.88,12.44,2.93,42.68,14.77
21.18,6.22,11.14,35.28,4.15
22.95,69.68,10.55,101.04,18
54.01,9.95,51,36.15,56.77
4.94,6.22,7.03,3.48,0
8.12,12.44,7.62,12.63,4.15
27.89,7.47,49.24,7.4,20.77
20.12,16.18,10.55,11.76,21.23
54.01,8.71,80.3,13.5,23.08
22.24,9.95,19.34,4.36,34.15
46.25,16.18,56.86,18.73,49.38
7.41,3.73,11.72,1.74,3.23
13.06,8.71,32.24,59.67,4.62
10.94,1.24,7.62,6.53,3.23
10.59,26.13,1.76,62.71,6.92
27.54,11.2,26.96,10.02,11.08
7.77,43.55,7.62,42.24,5.08
5.3,29.86,6.45,52.7,4.15
2.82,6.22,4.69,7.84,6.46
18.71,31.11,17.58,51.83,24
25.07,43.55,17.58,26.13,50.77
7.41,196.61,4.69,74.47,7.85
23.65,2.49,51,3.92,4.15
14.47,3.73,17.58,4.36,57.69
25.77,4.98,21.69,15.24,40.61
10.24,9.95,14.65,10.02,40.15
30.71,1.24,31.07,3.48,9.69
23.3,7.47,22.27,22.21,54.46
35.3,24.89,49.82,29.61,65.08
24.71,18.67,16.41,28.31,30
16.59,4.98,28.72,11.76,15.69
12.36,6.22,9.38,14.37,10.15
52.6,16.18,46.31,21.78,58.15
20.48,4.98,19.93,8.27,24
67.43,4.98,101.99,16.11,89.54
36.01,6.22,42.2,15.68,41.08
24.36,4.98,5.28,6.1,19.85
9.88,11.2,11.72,43.99,6.46
7.06,2.49,4.1,8.27,6
27.54,3.73,17.58,13.94,48
38.13,2.49,29.89,7.4,40.61
33.54,17.42,33.41,45.29,33.69
10.94,8.71,7.62,6.1,29.54
23.3,16.18,20.52,12.63,21.69
49.42,16.18,55.69,30.92,99.23
19.77,9.95,14.65,57.92,48.92
19.42,9.95,15.83,5.66,1.85
4.59,8.71,5.28,45.29,3.69
23.3,3.73,18.76,4.36,44.31
39.54,11.2,16.41,17.42,62.31
40.25,1.24,36.93,11.76,50.31
22.59,2.49,14.07,8.71,52.15
19.42,13.69,28.72,4.79,80.31
34.6,9.95,34,8.71,72
15.18,6.22,25.79,5.66,31.85
30.36,1.24,15.83,6.97,48.46
41.31,3.73,35.76,10.45,36.46
9.18,24.89,11.14,5.66,2.31
39.89,8.71,65.65,29.18,52.61
6.71,11.2,8.79,6.1,6.92
21.89,28.62,19.93,41.81,16.15
12,2.49,19.93,18.29,8.31
22.24,4.98,30.48,10.02,46.15
10.59,56,11.72,57.49,13.85
63.55,4.98,96.72,19.6,33.23
6.35,24.89,4.69,40.94,5.54
37.77,1.24,34,12.19,16.62
75.9,13.69,114.89,21.34,88.15
25.42,2.49,39.86,9.15,44.31
10.94,44.8,9.96,81.01,18
3.53,24.89,5.86,49.21,3.23
32.48,22.4,28.14,39.2,40.15
20.83,13.69,15.83,17.86,53.08
33.89,16.18,72.1,9.15,55.85
34.95,3.73,54.51,3.05,17.08
9.88,84.62,6.45,65.33,4.62
14.12,56,37.51,32.66,6.92
11.3,37.33,12.31,52.7,8.77
21.89,4.98,16.41,16.98,43.38
25.77,16.18,22.86,24.82,41.54
8.47,32.35,9.96,48.34,11.54
29.65,6.22,16.41,12.63,49.85
12.36,3.73,4.69,8.71,17.08
4.24,24.89,2.93,64.02,5.54
15.53,4.98,11.14,13.07,7.38
9.88,7.47,6.45,53.13,4.62
10.24,17.42,2.93,60.1,15.69
17.65,17.42,4.1,67.94,29.54
37.77,8.71,23.45,18.29,29.54
16.95,3.73,3.52,12.19,18.92
56.49,4.98,62.13,6.1,75.69
54.72,37.33,49.24,24.82,85.85
27.18,7.47,19.93,8.27,32.31
28.6,22.4,38.69,12.19,19.38
30.36,0,12.31,10.45,44.31
17.65,7.47,15.83,5.23,30.92
33.19,2.49,35.17,8.71,56.77
18,13.69,16.41,9.58,43.85
