UNIQUD,NAME,MPP,CMP,GMP,MEP,EryA,Gn
NM_211357,Eya3,130.4457,210.9136,201.9233,438.2447,233.0426,79.1189
NM_001037752,Defb45,0,0,0,0,0,0
NM_029186,Tmem180,261.468,241.6582,327.2518,80.4015,1.5071,11.4169
NM_153576,Cxcl17,0.9185,1.047,0,4.0188,0,0
NM_011779,Coro1c,295.5397,468.6101,350.7103,727.646,193.8788,178.5132
NM_153573,Fkbp14,0.3936,0.3491,0.3665,4.8223,0,0
NM_153508,Clstn3,20.211,28.6352,20.5214,150.3353,2.5114,0.0979
NM_053187,Gopc,51.1849,96.0341,90.152,129.4475,27.6233,29.4687
NM_001277892,Fkbp6,0.7872,0.6985,0.3665,1.6097,0,0
NM_001005748,Phactr1,1.3121,1.7456,0.7328,0,0.5019,0.1174
NM_001126321,Gm14743,0,0,0,0,0,0
NM_011550,Mlx,68.6416,97.0809,184.7,271.7418,73.3274,48.0813
NM_028836,Ctbs,10.8929,26.5414,24.5539,43.4087,9.5431,19.0222
NM_001081044,Mylk2,0,0,0.3662,0,0.5025,0
NM_029425,4833424O15Rik,4.7233,0,0,0,0,0.1759
NM_001161622,Aoc1,0.6572,1.7461,6.5954,0,0,0.0391
NR_045434,2900008C10Rik,30.3118,32.4787,25.2858,19.2926,2.5114,14.2608
NM_026962,Kbtbd3,10.3685,18.1583,13.5582,38.5891,21.5984,3.9158
NM_207260,Ankrd34c,0,0,0,0,0,0
NM_010439,Hmgb1,113.5388,144.2174,110.6722,229.9646,143.6466,31.9081
NM_009985,Ctsw,43.6923,2.7933,0.3665,13.6709,3.5155,30.1849
NR_028585,Arfrp1,113.2491,146.3114,144.7533,262.9098,54.2428,46.1196
NM_053264,4930444G20Rik,0,0,0,0,0,0
NM_172491,D130040H23Rik,9.7118,18.5084,17.2242,8.8435,1.5071,6.5733
NM_026468,Atp5g2,19.424,31.4268,18.6902,40.9982,9.0412,5.0279
NR_015514,9330175E14Rik,0,1.7462,0,0,0.5025,0.6847
NM_025708,Tmem186,83.715,94.2856,67.428,215.4549,92.4153,9.6654
NM_001081177,Kif13b,55.6448,97.4292,102.9762,123.8336,46.7118,46.4965
NM_145514,Wdr26,507.6312,912.778,881.7108,1376.4029,3387.1639,348.2242
NM_001163513,Dlg5,0.6561,0.698,0,0,0.5019,0.3717
NM_007461,Apba2,9.0532,0.6989,0.7329,0,0.5025,0.3716
NM_001033374,Gm694,0,0,0,0,0,0
NM_001252201,Map4k4,291.1726,254.2105,154.6444,126.2258,23.1075,202.9667
NM_001136089,Anxa10,0.9189,0,0.3665,0.8048,1.0046,0
NM_010025,Dcx,1.5745,0,0,0,0,0.0196
NM_147005,Olfr395,0,0,0,0,0,0
NM_029053,4930451C15Rik,0.3936,0,0,2.4105,0,0.0391
NM_001205287,Tmem39a,46.9989,114.5295,152.8169,157.5732,13.0593,23.4832
NM_027985,Mad2l2,125.6179,166.9085,157.5817,299.8922,80.3633,17.8831
NM_007886,Dtnb,92.121,96.7298,96.0139,291.8929,265.6891,40.1147
NM_001285423,Esd,111.9599,253.1579,275.5829,687.3592,130.5789,39.2393
NM_029786,Pomgnt1,79.658,75.428,79.8907,217.1209,9.5431,24.9073
NM_001039512,Ivns1abp,252.8035,859.6977,707.6507,871.4407,38.171,62.957
NM_001177791,Phactr3,2.0993,0,0,0,0,0.7044
NM_175532,Nlrp10,11.0225,5.5876,2.1991,0,1.0046,3.4427
NM_001166623,Rbmx,72.4467,128.1581,105.9076,168.8296,17.5781,25.2291
NM_001113412,Fggy,31.6261,34.9208,30.7827,20.9099,2.5114,8.5295
NM_027875,Syde1,9.9734,8.0296,6.2294,1.607,0,0.1174
NM_007677,Psg17,0.5248,0,0,0,0,0
NM_173410,Gpr26,0,0,0,0,0,0
NM_029887,Yif1b,196.7523,182.6329,237.4679,294.2888,71.8215,33.7154
NM_028882,Sema3d,9.9726,0.698,0.3665,0,0,0.0979
NM_001037759,Sgk3,151.3193,292.98,275.2076,229.1285,440.4623,106.689
NR_028553,Snord67,0,0,0,0,0,0
NM_133197,Mcf2,1.4437,1.3968,0.7331,0,0,0.45
NM_001146122,Psap,387.1502,361.0588,373.7945,298.3389,296.8498,655.7024
NM_023525,Cad,219.1495,375.0273,375.6227,1470.6103,23.6052,17.314
NM_026386,Snx2,74.8081,193.1137,195.691,287.8204,40.1784,64.4184
NM_011482,Nhp2l1,30.8351,26.8861,32.6161,96.4985,38.6688,8.3364
NM_027042,Lelp1,0.5248,0,0,0,0,0
NR_073572,Abhd10,28.6113,59.3619,61.5643,159.989,49.2154,18.3819
NM_030556,Slc19a3,0.3936,0.3491,0,0,0.5025,0
NM_001164655,9530053A07Rik,8.9216,0,0.3665,0,0,0
NR_045069,Gm16576,17.1888,13.9673,14.2909,4.0213,11.5517,12.3937
NM_010066,Dnmt1,403.3978,627.1461,583.4227,1227.0769,869.4419,44.7718
NM_001159599,Nol9,121.3877,144.5675,152.8127,380.3277,48.7149,14.3626
NR_027869,Dtnb,92.121,96.7298,96.0139,291.8929,265.6891,40.2516
NR_024324,E130201H02Rik,0.2624,0.3491,1.0996,2.4131,0.5025,0.0782
NM_145554,Ldlrap1,158.0237,150.8552,179.1977,393.9749,187.8506,94.4346
NM_001177464,Zfp516,54.8646,156.0941,177.3637,12.8607,10.5477,113.4144
NM_001097621,Kif26a,0.9193,0,0,0.8035,0,0.412
NM_133779,Pigt,335.8412,271.3287,278.8784,449.4688,88.3972,50.6048
NM_147056,Olfr646,0,0,0,0,0,0
NM_025673,Golph3,33.0749,101.9652,91.9816,294.2535,56.2534,36.3009
NM_001001984,Kdm2a,369.0285,509.8328,479.6947,783.0844,576.5916,188.9493
NM_008006,Fgf2,0,0,0,0.8035,0,0.1174
NM_181347,Dennd1b,56.3008,134.7928,118.3647,177.6667,11.5521,78.2087
NM_175503,Aard,0,0,0,0.8048,0,0
NM_007855,Twist2,1.9682,0,0.3665,0,0.5025,0.0196
NM_001101502,Zfp703,58.672,47.4932,57.1664,137.5008,77.8561,51.0029
NM_001033039,Klhdc9,12.4658,9.0807,5.4976,12.865,3.0141,1.0173
NM_025815,Cpne8,8.3971,0.6985,0.3665,0.8035,3.0141,3.4625
NM_010886,Ndufa4,146.9915,386.884,394.3312,810.5167,182.3197,13.3098
NM_178390,Fam53a,148.682,199.739,174.4386,364.2541,65.2914,26.0462
NM_021512,Nup160,62.8606,156.7858,169.6677,442.9975,118.5333,22.7526
NM_001253391,Mtfr1,37.9267,67.0469,65.2317,348.1099,844.2665,16.2007
NM_029661,Spatc1l,0.9184,1.0479,0,2.4105,0,0.0782
NM_011929,Clcn6,4.594,6.9833,6.9631,6.4331,1.5065,3.053
NM_001024931,Rbfox3,18.3681,0,1.0993,0,0,0.2544
NM_001177405,Gm8898,0,0,0,0,0,0
NM_008861,Pkd2,26.1124,43.6502,25.6527,22.5117,0.5025,3.0518
NM_001159612,Lrrc57,12.0755,38.7604,27.8509,65.1196,37.6664,9.6732
NR_040511,9230102O04Rik,2.1029,0,0,0,0,0
NM_001199114,Slc29a1,271.497,312.523,251.0307,1689.3592,738.8278,35.1351
NM_001029855,Psme2,80.975,151.5365,130.1018,211.473,36.6684,37.7306
NM_023059,Sigirr,118.0981,87.2987,64.4952,74.7693,6.5301,10.1343
NM_001271479,Pglyrp2,43.563,9.0802,2.5654,5.6271,1.5071,8.9586
NM_013922,Zfp354c,10.6275,9.0786,3.6648,4.0226,1.0044,0.6456
NM_008443,Kif3a,39.7633,37.3639,38.4808,182.5282,22.1009,6.4584
NM_201376,Serpinb3d,0,0,0,0,0,0
NM_153796,Peo1,62.7219,91.1387,79.1549,254.0782,5.5241,8.0271
NM_019918,Vmn2r1,0.5248,0,0,0,0,0
NM_001177720,Madd,206.8166,232.5626,186.8965,172.0699,49.2239,96.0575
NM_016911,Srpx,1.312,0,0,0.8035,0,0.0782
NM_173022,BC048403,30.3153,50.6318,37.0124,87.6432,1.0046,11.2049
NM_001038997,Gm5771,0,0,0,0,0,0
NM_001163073,Lcorl,37.4104,109.2971,99.6742,163.2184,22.5997,27.5106
NM_026251,Patl2,13.2553,28.6337,27.4853,52.264,14.5664,3.4855
NM_173401,Fbxo44,11.546,8.3807,3.2982,24.1149,12.0531,3.9913
NM_145142,Chst10,7.8723,6.9843,0.3665,137.4927,204.4179,13.7332
NR_029797,Mir216a,0,0,0,0,0,0
NM_028024,Nkiras2,90.0481,95.3337,106.6399,151.1663,112.0053,66.0553
NM_009422,Traf2,100.7812,117.6897,107.7382,195.3785,115.0145,61.3812
NM_026836,Taf11,64.5661,94.2918,100.4105,230.7579,63.2829,20.7492
NM_001011849,Olfr792,0,0,0,0,0,0
NM_009299,Sva,0,0,0,0,0,0
NM_023480,Fahd1,22.4423,46.4406,43.9747,130.2656,557.0043,3.0527
NM_001013575,Olfr112,0,0,0,0,0,0
NM_001286393,Zfp821,41.334,42.6016,33.7144,116.5723,161.7268,30.7639
NM_008058,Fzd8,0.5248,1.0473,1.4659,0,0,0.5868
NM_001159637,Nadk,220.6406,418.3409,567.2906,939.0875,70.3161,408.7952
NM_021720,Donson,32.0248,74.7269,51.3066,312.7529,237.5595,16.0664
NM_001164570,Rffl,56.0502,138.9887,176.996,429.2807,343.0309,65.8553
NM_146091,Atl3,41.3362,93.9334,98.5808,270.9224,57.7572,28.9953
NR_045344,4933440J02Rik,0,0,0,0,0,0
NM_024255,Hsdl2,51.4448,93.9335,125.3339,350.5323,128.0673,26.739
NM_031493,Xlr5c,0,0,0,0,0,0
NM_001008232,Asap3,4.7232,1.048,0,2.4118,5.0227,0.5676
NM_001126318,Gm13011,0.1312,0,0,0,0,0
NM_207670,Gripap1,93.8335,114.5305,105.1752,302.384,297.347,115.0287
NM_013808,Csrp3,5.5157,34.9226,42.5087,46.6226,0.5019,0.1176
NM_001014997,Gm156,0,0,0,0,0,0
NM_001163548,Cyth3,23.6204,39.8092,23.4542,1066.1337,414.3491,26.0797
NM_013552,Hmmr,53.0116,100.2223,50.5696,279.0306,731.7272,9.5565
NR_029741,Mir24-2,0,0,0,0,0,0
NM_001002008,Zfp948,3.2806,8.031,11.3605,24.1238,9.542,2.0936
NM_001177394,Zeb2os,48.4293,88.7008,83.9198,44.2186,22.6028,33.7335
NM_001170788,Lrrc36,8.5307,5.2386,5.8632,92.4706,15.5702,0.3529
NM_001102437,Acbd5,29.2659,62.5061,44.7093,70.7572,43.1941,47.634
NM_001083312,Gbp7,203.4087,211.6164,228.6742,586.1133,241.0719,62.4748
NM_001080999,Trmt2a,288.4443,456.3866,446.728,819.3236,103.967,49.3512
NM_001142959,Bcl2l15,0.1312,0,0.3665,10.4559,10.5471,0.8221
NM_007512,Atpif1,1468.0636,2553.1391,2331.5422,12082.37,11081.8763,261.0651
NM_175167,Bpifb9a,0,0,0,0,0,0
NM_001033389,Fubp3,36.8818,71.2369,78.7905,238.8084,19.5867,13.7718
NM_013504,Dsc1,0.7872,0,0,0,0,0
NM_001165986,Ubap2l,331.6147,511.2085,472.0097,1237.4198,234.0371,102.6868
NM_183097,1700067K01Rik,3.0191,3.1426,6.596,8.8489,19.5851,0.3912
NM_008256,Hmgcs2,1.4433,5.5868,2.1988,20.105,1.0044,0.3912
NM_178082,Insig2,29.1338,37.7143,41.7759,79.5716,27.6239,18.0882
NM_001122832,Eps15l1,40.5595,103.3647,79.8896,176.0885,90.4042,32.88
NM_001163191,Otud6a,0,0,0,0,0,0
NM_175386,Lhfp,2.3621,4.1894,0.3665,1.6083,1.5071,1.7212
NM_175556,Plch2,0.2624,0,0,0,0.5025,0.0391
NM_133993,Pwp1,82.2817,140.7257,150.6165,406.0404,12.555,30.1218
NR_040396,D430036J16Rik,0,0,0,0,0,0
NM_001127351,Sirt3,396.5493,304.1522,300.1329,276.5861,77.3417,18.2214
NM_025461,Cox16,63.1236,101.9673,103.7111,172.0948,30.636,30.1041
